subscription_id,start_date,end_date,plan_tier,seats,mrr_amount,arr_amount,billing_frequency,account_id,auto_renew_flag,churn_flag,downgrade_flag,is_trial,upgrade_flag
,,,Pro,64.0,3136.0,,monthly,A-180abf,True,False,False,False,True
S-24cdb5,2024-10-21,,Basic,35.0,665.0,7980.0,annual,A-592832,True,False,False,False,False
S-5aa4ba,2024-09-25,,Pro,69.0,3381.0,40572.0,monthly,A-2d1036,True,False,False,False,False
S-207046,2024-03-03,,Pro,41.0,0.0,,,A-94d3da,True,False,False,True,False
S-0d6ea4,2023-12-27,,Enterprise,9.0,1791.0,21492.0,monthly,A-f44180,False,True,False,False,False
S-5de79e,2024-11-06,, Basic    ,29.0,551.0,6612.0,annual,A-1619f8,False,False,False,False,True
S-a04ec4,2024-06-17,,Pro,,,9996.0,annual,A-4ef964,True,False,False,False,False
,2024-11-30,,Pro,17.0,833.0,,annual,A-427b69,True,False,False,False,False
S-08f8d3,2024-11-27,,Pro,21.0,1029.0,12348.0,monthly,A-bcf87c,True,False,False,False,False
S-292c06,2024-07-11,,,26.0,1274.0,15288.0,monthly,A-089363,True,False,False,False,False
S-0e9334,2024-09-07,,Basic,23.0,437.0,5244.0,monthly,A-8ed5dd,True,False,False,False,False
S-6a7c79,2024-08-28,,Pro,17.0,0.0,0.0,monthly,A-4ef964,True,False,False,True,False
S-1cfab2,2024-12-01,, Enterprise    ,37.0,7363.0,88356.0,monthly,A-712f1c,True,False,False,False,False
S-0c0691,2024-10-25,,Enterprise,20.0,3980.0,47760.0,monthly,A-19b2c8,True,False,False,False,False
S-b18ae9,2024-12-14,,Pro,33.0,1617.0,,monthly,A-b78bf8,True,False,False,False,False
S-a0abcf,2024-12-11,,Pro,14.0,686.0,8232.0,annual,A-42b791,False,False,False,False,False
S-567f8f,2024-06-01,,Enterprise,44.0,8756.0,105072.0,annual,A-02cd81,True,False,False,False,False
S-3673f2,2024-08-17,,Enterprise,47.0,9353.0,112236.0,annual,A-cd458b,True,False,False,False,False
S-3ff7bb,2024-08-15,,Basic,47.0,0.0,,monthly,A-10b8f2,True,False,False,True,True
S-b9d674,2023-07-09,,Enterprise,32.0,6368.0,76416.0,monthly,A-cc98bc,True,False,False,False,False
S-381917,2024-07-02,,Pro,17.0,,9996.0,,A-474ad4,True,False,False,False,False
S-67c1d8,2024-12-18,,Pro,18.0,882.0,10584.0,annual,A-328bd0,True,False,True,False,False
S-c85c63,2024-12-02,,Basic,93.0,1767.0,21204.0,monthly,A-5c046d,False,False,False,False,False
S-8dd1cf,2024-12-17,,Basic,20.0,380.0,4560.0,monthly,A-4d1e75,False,False,False,False,True
S-3741b9,2024-06-20,2024-07-11,Basic,23.0,0.0,0.0,annual,A-c16b88,True,True,False,True,False
S-90dd19,2024-03-04,,Pro,27.0,1323.0,15876.0,annual,A-297a2d,True,False,False,False,True
S-d62a15,2024-08-08,,Enterprise,10.0,1990.0,23880.0,annual,A-089363,True,False,False,False,False
S-2a928c,2024-12-16,,Basic,70.0,1330.0,15960.0,monthly,A-fa3095,True,False,False,False,False
S-be86e3,2024-01-14,,Enterprise,11.0,2189.0,,annual,A-3a5ad8,True,False,True,False,False
S-3dc46b,2024-12-23,,Pro,12.0,588.0,7056.0,monthly,A-5790f4,False,False,False,False,False
S-d6106b,,,Basic,6.0,114.0,1368.0,monthly,A-0a282f,True,False,False,False,False
S-c5a75d,2024-12-18,,Pro,92.0,4508.0,54096.0,annual,A-66224b,True,False,False,False,False
S-2f11bb,2024-12-29,,Pro,5.0,245.0,2940.0,annual,A-82d8a6,True,False,False,False,False
,2024-10-14,,Enterprise,28.0,5572.0,66864.0,annual,A-034368,True,False,False,False,False
S-4047a8,2024-06-01,,Basic,1.0,19.0,228.0,monthly,A-e19ff6,False,False,False,False,False
S-969c1d,2024-07-13,,,29.0,551.0,6612.0,monthly,A-5b4ebb,True,False,False,False,False
S-f41a31,2023-11-25,,Enterprise,,2587.0,31044.0,monthly,A-659280,False,False,False,False,False
S-7a36ee,2023-02-16,2024-06-22,Basic,26.0,494.0,5928.0,monthly,A-b11cd0,True,True,False,False,False
S-b1d153,,2024-10-08,Pro,49.0,2401.0,28812.0,,A-3793ee,True,True,False,False,False
S-515485,2024-09-21,,Pro,35.0,1715.0,20580.0,monthly,A-f3ff05,True,False,False,False,False
S-fe910d,2024-10-19,, Basic    ,5.0,95.0,1140.0,monthly,A-241e75,True,False,False,False,False
S-cd74b9,2024-01-26,,enterprise,16.0,,38208.0,annual,A-157070,True,False,False,False,True
S-604bd0,2024-10-27,,Pro,57.0,2793.0,33516.0,monthly,A-0e966d,False,False,False,False,False
S-cea51e,2024-12-22,,Enterprise,20.0,0.0,,monthly,A-cc1d8d,True,False,False,True,False
S-1d63bf,,2024-08-19,Enterprise,,4378.0,52536.0,monthly,A-69fad4,True,True,False,False,False
S-951c06,2024-09-26,,Basic,19.0,361.0,4332.0,annual,A-0532a9,True,False,False,False,False
,2024-09-01,,Enterprise,36.0,7164.0,85968.0,annual,A-de58ca,True,False,False,False,False
S-501046,2024-07-20,,Pro,,882.0,10584.0,annual,A-c4ea60,True,False,False,False,False
S-d88f58,2024-11-11,,Basic,17.0,323.0,3876.0,monthly,A-4ef964,True,False,False,False,False
S-3012fa,2024-09-05,, Pro    ,83.0,4067.0,48804.0,annual,A-902ef7,True,False,False,False,False
S-936e80,2023-09-21,,PRO,18.0,882.0,10584.0,,A-5a3eb9,True,False,False,False,False
S-7bebc1,2024-08-27,,Basic,24.0,456.0,,annual,A-054577,True,False,False,False,False
S-cd8a6a,2024-11-04,,Pro,10.0,490.0,5880.0,annual,A-96215d,False,False,False,False,False
S-810a67,2024-10-15,,Pro,18.0,882.0,10584.0,monthly,A-592832,True,False,False,False,False
S-370135,2024-05-11,,Pro,55.0,,32340.0,monthly,A-e693b6,False,False,False,False,False
S-1ad030,2024-09-01,,Enterprise,25.0,4975.0,59700.0,annual,A-92a3af,False,False,False,False,False
S-fc155b,2024-09-09,,Enterprise,1.0,199.0,2388.0,annual,A-ccabf0,True,False,False,False,False
S-9c23e1,2024-09-17,,Enterprise,18.0,3582.0,,annual,A-f92792,True,False,False,False,False
S-af5a51,,,Enterprise,53.0,10547.0,126564.0,,A-ccb686,True,False,False,False,True
S-7e86a2,2024-10-29,,Basic,3.0,57.0,684.0,monthly,A-7c5768,True,False,False,False,False
S-12902a,,,Enterprise,19.0,3781.0,45372.0,,A-3932db,True,False,False,False,True
S-7d4240,2024-11-11,,Basic,70.0,1330.0,15960.0,monthly,A-09316c,True,False,False,False,False
S-a94f54,2023-09-04,2024-05-12,enterprise,,3184.0,38208.0,monthly,A-e888d1,True,True,False,False,True
S-64b181,2024-04-16,,Pro,21.0,1029.0,12348.0,,A-bbe56f,True,False,False,False,False
S-239429,2024-05-11,,enterprise,9.0,0.0,0.0,monthly,A-65aeb5,True,False,False,True,False
S-c1ad26,2024-05-09,,Pro,14.0,686.0,8232.0,annual,A-10b8da,True,False,False,False,False
S-02b3a1,2023-08-05,,Basic,18.0,342.0,4104.0,monthly,A-e6afc1,True,False,False,False,False
S-83b45d,2024-06-27,,Pro,5.0,0.0,0.0,annual,A-5a92e7,True,False,False,True,False
S-43aa0e,2024-10-18,,BASIC,36.0,0.0,0.0,monthly,A-4d1e75,True,False,False,True,False
S-ab06f4,2024-10-29,,Pro,15.0,735.0,8820.0,annual,A-90a8c8,True,False,False,False,False
S-4d2011,2024-07-29,,Enterprise,15.0,2985.0,35820.0,annual,A-751c58,False,False,False,False,False
S-dc28c6,2024-01-05,,Enterprise,58.0,0.0,0.0,monthly,A-e7beab,True,False,False,True,False
S-709b46,2023-03-09,,,42.0,2058.0,24696.0,annual,A-ed510f,False,False,False,False,False
S-05eff5,2024-12-23,,Basic,32.0,608.0,7296.0,monthly,A-118f1c,True,False,False,False,False
S-e11cde,2024-12-31,,Enterprise,28.0,,66864.0,monthly,A-0f6450,False,False,False,False,False
S-db47af,2024-11-13,,Basic,54.0,1026.0,12312.0,monthly,A-d535f6,True,False,False,False,False
S-9af385,2024-09-26,,Basic,27.0,513.0,6156.0,,A-157070,True,False,False,False,False
S-491caf,2024-03-24,,Basic,19.0,361.0,,annual,A-6f50ae,False,False,True,False,False
S-6bd30a,2024-12-01,2024-12-16,Enterprise,91.0,18109.0,217308.0,monthly,A-5c9849,True,True,False,False,False
S-6cdfb7,2024-11-29,,Pro,31.0,1519.0,18228.0,annual,A-432483,True,False,False,False,False
S-2b7664,2023-08-22,,Basic,13.0,247.0,,monthly,A-cb6cc6,True,False,False,False,False
S-e6b35a,2024-03-25,,Basic,4.0,76.0,912.0,monthly,A-3c1a3f,True,False,False,False,False
S-221db6,2024-09-16,,Pro,24.0,0.0,0.0,annual,A-1d5444,True,False,False,True,False
S-408c2f,,,Basic,31.0,589.0,7068.0,annual,A-993085,True,False,False,False,False
S-f690b4,2024-12-04,,Pro,35.0,1715.0,20580.0,annual,A-dfbd31,True,False,True,False,False
,2024-12-10,,Basic,25.0,475.0,5700.0,monthly,A-eb1312,True,False,False,False,False
S-5717da,2024-10-24,,Pro,27.0,1323.0,15876.0,monthly,A-54d94a,True,False,False,False,False
S-36c07b,2024-12-11,,Pro,15.0,735.0,8820.0,annual,A-2922b6,True,False,False,False,False
S-01afa4,2024-12-05,,Enterprise,14.0,2786.0,33432.0,annual,A-a09355,True,False,True,False,False
S-f7234f,2024-08-27,,Pro,85.0,0.0,0.0,monthly,A-5f7781,False,False,False,True,False
S-dd1d46,2023-11-18,, Enterprise    ,,0.0,0.0,monthly,A-72799b,True,False,False,True,False
S-fa0094,2024-02-23,,PRO,14.0,686.0,8232.0,annual,A-2bc93d,True,False,False,False,False
S-bf89e6,2024-05-19,,Pro,130.0,6370.0,76440.0,monthly,A-812c5b,True,False,False,False,False
S-078c2b,2024-11-08,,Basic,7.0,133.0,1596.0,monthly,A-354f12,True,False,False,False,False
S-496c1e,2024-08-20,,Basic,29.0,551.0,6612.0,annual,A-f19b24,True,False,False,False,False
S-40dcf4,2024-08-05,, Enterprise    ,130.0,10638.0,189630.0,annual,A-249769,True,False,False,False,False
S-4cd678,2024-03-24,,Pro,28.0,1372.0,16464.0,monthly,A-40de06,False,False,False,False,False
S-f981fe,2024-06-01,,Enterprise,22.0,4378.0,,monthly,A-3cc791,True,False,False,False,False
S-5da6e7,2024-07-29,2024-09-19,Pro,87.0,4263.0,51156.0,annual,A-5a215a,True,True,False,False,False
S-1a5fa7,2024-02-27,,Enterprise,26.0,5174.0,,,A-1f559b,False,False,False,False,False
S-067edc,2023-11-30,,Pro,23.0,0.0,0.0,monthly,A-075038,True,False,False,True,True
S-16ce94,2024-09-09,,Pro,18.0,882.0,10584.0,annual,A-c4ea60,True,False,False,False,False
S-f2710b,2024-12-13,,Enterprise,46.0,0.0,0.0,annual,A-309e54,True,False,False,True,False
S-709f67,2023-05-27,,Enterprise,18.0,3582.0,42984.0,annual,A-484819,True,False,False,False,False
S-1bc5a4,2024-07-31,,Enterprise,23.0,4577.0,54924.0,monthly,A-560d27,False,False,False,False,False
S-4d5623,2024-11-09,,Enterprise,59.0,11741.0,140892.0,annual,A-d40bf7,True,False,False,False,False
S-91b63c,2023-12-07,,Enterprise,39.0,7761.0,93132.0,annual,A-f17767,True,False,False,False,False
S-f5bef8,2023-09-22,,Enterprise,40.0,7960.0,,monthly,A-993085,True,False,True,False,False
S-e6c900,2024-09-18,,Pro,10.0,490.0,5880.0,annual,A-cd458b,True,False,False,False,False
S-3c9115,2024-07-01,,ENTERPRISE,30.0,5970.0,71640.0,monthly,A-9badbd,False,False,False,False,False
,,, Enterprise    ,6.0,1194.0,,monthly,A-4ae22a,True,False,False,False,False
S-9fa738,2024-02-02,,Basic,10.0,0.0,0.0,monthly,A-977ca0,False,False,False,True,False
S-786ead,2024-12-02,,,8.0,392.0,,monthly,A-88c6ca,True,False,False,False,False
S-9b5be4,2024-10-23,,ENTERPRISE,4.0,796.0,9552.0,,A-ffdfd5,False,False,False,False,False
S-3a4336,2024-07-07,,Enterprise,26.0,5174.0,62088.0,monthly,A-c1dfe1,True,False,True,False,False
S-9a410c,2024-12-11,,Pro,46.0,2254.0,27048.0,annual,A-d535f6,True,False,True,False,False
S-cd3f49,2024-05-22,,Enterprise,47.0,,,annual,A-b2225d,True,False,False,True,False
S-896293,2024-09-12,,,30.0,0.0,0.0,monthly,A-337bc1,True,False,False,True,True
S-643ccd,2024-09-30,,Basic,16.0,304.0,,annual,A-45ce7a,False,False,False,False,False
S-34f8ad,2024-05-22,,Basic,18.0,342.0,4104.0,annual,A-484819,True,False,False,False,False
S-d85c2f,2024-08-15,,Pro,85.0,4165.0,49980.0,annual,A-e6afc1,True,False,False,False,False
,2024-12-26,2024-12-29,Enterprise,8.0,1592.0,19104.0,,A-5790f4,True,True,False,False,False
S-323f3e,2024-12-27,,Pro,80.0,3920.0,47040.0,annual,A-b48f73,False,False,False,False,False
S-202695,2024-09-23,,Basic,12.0,228.0,2736.0,,A-d535f6,True,False,False,False,False
S-905752,,,BASIC,30.0,570.0,6840.0,monthly,A-bcf664,True,False,False,False,False
S-e53224,2024-08-25,,Pro,,0.0,0.0,annual,A-d82ef9,True,False,True,True,False
S-040422,2024-12-28,,Basic,15.0,285.0,3420.0,annual,A-463db0,True,False,False,False,False
S-aef80b,2024-01-05,,ENTERPRISE,13.0,2587.0,31044.0,annual,A-ccabf0,True,False,False,False,False
S-dda23d,2023-11-14,,Pro,7.0,343.0,4116.0,annual,A-1b707d,False,False,False,False,False
S-d29830,,,Basic,9.0,171.0,2052.0,annual,A-684255,True,False,False,False,False
S-fc86d6,,,,5.0,245.0,2940.0,annual,A-038089,True,False,False,False,False
S-7179fd,2023-06-16,,Basic,59.0,1121.0,13452.0,monthly,A-bcf664,True,False,False,False,False
S-01daf5,2024-11-14,,Pro,23.0,1127.0,13524.0,monthly,A-9affe6,True,False,False,False,False
S-916876,2024-09-08,,Pro,24.0,,14112.0,monthly,A-5ed98d,True,False,False,False,False
S-4eef1a,2024-12-18,,Basic,31.0,589.0,7068.0,monthly,A-3a7284,True,False,False,False,False
S-166024,2024-10-20,,Basic,24.0,456.0,5472.0,monthly,A-443b7c,True,False,False,False,False
S-3ee288,2024-10-01,,ENTERPRISE,19.0,3781.0,45372.0,annual,A-05d3b3,True,False,False,False,False
S-4da04b,2024-09-16,,Pro,7.0,343.0,4116.0,annual,A-54ecc2,True,False,True,False,False
S-2d494e,2024-12-01,,basic,,0.0,0.0,monthly,A-922109,True,False,False,True,False
S-a80511,2024-09-14,,Pro,31.0,,18228.0,annual,A-993085,True,False,False,False,False
S-bc4da7,2024-09-10,,Basic,44.0,0.0,0.0,annual,A-02cd81,True,False,False,True,False
S-149409,2024-09-15,2024-10-28,Pro,45.0,0.0,0.0,monthly,A-0cc442,True,True,True,True,True
S-5488ba,2024-12-13,,,16.0,3184.0,38208.0,annual,A-d3c88e,True,False,False,False,False
S-d5ce9f,2024-02-20,,,39.0,741.0,8892.0,monthly,A-acb7f7,True,False,False,False,False
S-680dbe,2024-12-18,,Enterprise,25.0,4975.0,59700.0,annual,A-b07b56,True,False,False,False,False
S-129a62,2024-12-15,,Basic,34.0,0.0,0.0,monthly,A-8bde0c,False,False,False,True,False
,2024-12-21,,enterprise,5.0,995.0,11940.0,monthly,A-adc1f3,True,False,False,False,False
S-b5d3cc,2024-12-29,,Enterprise,16.0,3184.0,38208.0,monthly,A-d3c88e,True,False,False,False,False
S-115510,2024-05-28,,Enterprise,23.0,0.0,0.0,monthly,A-3b37d9,True,False,False,True,False
,2024-10-28,, Basic    ,41.0,,9348.0,monthly,A-94d3da,True,False,False,False,False
S-688851,2024-04-05,,Basic,51.0,969.0,,annual,A-50f3f7,True,False,False,False,False
,2024-09-10,,Enterprise,14.0,2786.0,33432.0,annual,A-2bc93d,False,False,False,False,True
S-642365,2024-12-13,,Basic,,950.0,11400.0,annual,A-bd4513,True,False,False,False,False
S-4d47e3,2023-03-28,2024-06-17,Pro,4.0,196.0,2352.0,monthly,A-7f4db3,True,True,False,False,False
S-69b3ac,2023-05-07,,Enterprise,80.0,0.0,0.0,annual,A-de58ca,False,False,False,True,False
S-650c13,2024-08-06,,Basic,6.0,114.0,1368.0,monthly,A-692f18,True,False,False,False,False
,2024-12-10,,BASIC,47.0,893.0,10716.0,annual,A-b2225d,True,False,False,False,False
S-a1874c,2024-12-09,,Pro,37.0,1813.0,21756.0,monthly,A-9174e0,True,False,False,False,False
S-26dbbf,2023-12-17,,Pro,19.0,931.0,11172.0,monthly,A-432483,True,False,False,False,False
S-467918,2024-12-19,,Pro,34.0,1666.0,19992.0,monthly,A-396e5f,False,False,False,False,False
S-5a4fb5,2024-02-13,,Pro,13.0,637.0,,annual,A-462d45,True,False,False,False,True
S-023f5f,2024-08-18,,Basic,47.0,893.0,10716.0,annual,A-b2225d,True,False,False,False,False
S-4793bb,2024-12-08,,Pro,3.0,147.0,1764.0,annual,A-0f7d77,False,False,False,False,False
,2024-07-16,2024-09-05,Basic,23.0,0.0,0.0,monthly,A-cc8c8f,True,True,False,True,False
S-6d6ab6,2024-12-21,,Basic,27.0,513.0,6156.0,annual,A-54d94a,True,False,False,False,False
S-c033fa,2024-06-26,,Pro,52.0,2548.0,30576.0,monthly,A-151c9a,False,False,False,False,False
S-330989,,,Pro,59.0,2891.0,34692.0,annual,A-671f31,True,False,False,False,False
S-2632a2,2024-03-15,,Basic,18.0,342.0,4104.0,annual,A-5a3eb9,True,False,True,False,False
S-e195f5,2024-12-26,,Enterprise,12.0,2388.0,28656.0,monthly,A-956988,True,False,False,False,False
S-132103,2024-08-08,,Pro,9.0,441.0,5292.0,monthly,A-a2485e,True,False,False,False,False
S-53361d,2024-12-30,,Enterprise,33.0,0.0,0.0,monthly,A-1ac5e0,False,False,False,True,False
S-0c42bc,2024-12-16,,Pro,,441.0,5292.0,annual,A-712426,True,False,False,False,False
S-b2cfac,,, Enterprise    ,34.0,6766.0,81192.0,,A-7f8241,False,False,False,False,False
S-fe2139,2024-12-28,,Pro,28.0,1372.0,,monthly,A-0f6450,True,False,False,False,False
S-0386c2,2024-12-28,,,28.0,5572.0,66864.0,,A-0f6450,True,False,False,False,False
S-3fb8f4,2024-12-28,, Enterprise    ,32.0,6368.0,76416.0,annual,A-118f1c,False,False,False,False,False
S-022a1e,2024-07-28,, Pro    ,11.0,539.0,6468.0,annual,A-c42f1f,True,False,False,False,False
S-a7a7c7,2023-11-02,,Basic,41.0,0.0,0.0,,A-2ebb4b,True,False,False,True,False
S-89d586,2024-11-02,,Pro,29.0,1421.0,17052.0,annual,A-970c97,True,False,False,False,False
S-fdc127,2024-03-11,,Pro,,,0.0,monthly,A-7641d3,True,False,False,True,False
S-5fb9ab,2024-10-27,,Enterprise,45.0,0.0,0.0,annual,A-7f6b86,False,False,False,True,False
S-e36ccb,2024-06-30,,Enterprise,86.0,17114.0,205368.0,monthly,A-30b4ca,True,False,False,False,False
S-88bc66,2024-05-24,,Pro,43.0,2107.0,25284.0,monthly,A-544d0a,False,False,False,False,False
S-6aa72f,2024-07-05,,Enterprise,3.0,0.0,0.0,annual,A-58b9ff,False,False,False,True,False
S-029065,2024-07-28,,,11.0,0.0,0.0,annual,A-4c56c9,True,False,False,True,False
,2024-10-24,,Enterprise,46.0,9154.0,109848.0,annual,A-bcbe98,True,False,False,False,False
S-76b06c,2024-08-06,,Pro,27.0,1323.0,,monthly,A-54d94a,True,False,False,False,False
S-a102aa,2024-06-24,,Pro,37.0,1813.0,21756.0,monthly,A-ccc747,False,False,False,False,True
S-79c82e,2024-09-11,,Basic,92.0,1748.0,20976.0,,A-40906c,True,False,False,False,False
S-af4059,2024-01-07,,Enterprise,32.0,6368.0,76416.0,annual,A-acb7f7,True,False,False,False,False
S-22eb3c,2024-12-20,,Basic,60.0,1140.0,13680.0,monthly,A-0a282f,True,False,False,False,False
S-4e0220,2024-10-18,,Enterprise,,2985.0,35820.0,annual,A-fa2041,True,False,False,False,False
S-0ecec7,2024-07-17,,Enterprise,19.0,3781.0,45372.0,monthly,A-756192,True,False,False,False,False
S-1b8454,2024-10-27,,Enterprise,117.0,23283.0,279396.0,monthly,A-d4e0d4,True,False,False,False,False
S-ad8055,2024-11-07,,Enterprise,3.0,597.0,7164.0,monthly,A-bc87bc,True,False,False,False,False
,2024-03-22,,Enterprise,61.0,12139.0,145668.0,annual,A-158f4e,True,False,False,False,False
S-d29575,2024-09-01,,Enterprise,45.0,8955.0,107460.0,monthly,A-0cc442,True,False,False,False,False
S-0756ce,2024-10-15,,Pro,77.0,3773.0,45276.0,monthly,A-9badbd,True,False,False,False,False
S-f6bb38,2024-08-26,,Basic,11.0,209.0,2508.0,monthly,A-b2af2e,False,False,False,False,False
S-5685bf,2024-12-31,,Enterprise,108.0,0.0,0.0,annual,A-524364,True,False,False,True,False
S-7c727c,2024-08-28,,Enterprise,8.0,1592.0,19104.0,annual,A-adc1f3,False,False,False,False,False
S-1c643d,,,BASIC,6.0,114.0,1368.0,monthly,A-5a92e7,True,False,False,False,False
S-7c633c,2024-07-10,,Basic,19.0,0.0,0.0,annual,A-dbc825,True,False,False,True,False
S-5de583,2024-11-12,,Basic,19.0,361.0,,monthly,A-dbc825,True,False,False,False,False
S-80af53,,2024-12-29,Enterprise,12.0,2388.0,28656.0,monthly,A-fd7ad3,True,True,False,False,True
,2024-03-03,,Enterprise,21.0,4179.0,50148.0,annual,A-dec005,True,False,False,False,False
,2024-12-27,,,92.0,0.0,0.0,monthly,A-66224b,True,False,False,True,False
,2024-12-17,,Basic,15.0,285.0,3420.0,monthly,A-8145a0,True,False,False,False,False
S-0b73bd,2024-11-24,,Enterprise,16.0,3184.0,38208.0,monthly,A-118d55,False,False,True,False,False
,2024-09-15,2024-12-24,,25.0,4975.0,59700.0,annual,A-4a267b,True,True,False,False,False
S-50e9f3,2024-08-10,,Enterprise,6.0,1194.0,14328.0,annual,A-adc1f3,True,False,False,False,False
S-f5f01f,2024-12-24,,,43.0,817.0,9804.0,annual,A-b179bf,True,False,False,False,False
S-0ec1d3,2024-08-08,,Pro,56.0,2744.0,32928.0,annual,A-86fc1d,True,False,False,False,False
S-b784a1,2024-05-29,,Pro,6.0,,3528.0,monthly,A-59f724,True,False,False,False,False
S-01ae7f,,,Pro,43.0,0.0,0.0,annual,A-b179bf,True,False,False,True,False
S-1fabe5,2024-12-10,,Basic,19.0,361.0,4332.0,monthly,A-0baac2,True,False,False,False,False
S-2b8a8b,2024-11-08,,Pro,13.0,637.0,7644.0,annual,A-9f2731,True,False,False,False,False
S-c455ec,2023-11-02,,Pro,19.0,931.0,11172.0,monthly,A-856b1e,True,False,False,False,False
S-f4d491,2024-05-09,,Enterprise,40.0,,95520.0,monthly,A-9779ad,True,False,False,False,False
S-30bb47,,,enterprise,13.0,,31044.0,annual,A-c16cf7,False,False,False,False,False
S-9dbe8c,2024-10-27,,Basic,16.0,0.0,,monthly,A-d3c88e,True,False,False,True,False
S-679c73,2024-01-12,,Pro,38.0,0.0,0.0,monthly,A-271f46,True,False,False,True,False
,2024-12-27,,Basic,29.0,551.0,6612.0,monthly,A-b7724f,True,False,False,False,False
S-e6c842,2024-11-10,,basic,41.0,779.0,9348.0,annual,A-8b0451,True,False,False,False,False
S-b53850,2024-08-18,2024-09-14,Basic,29.0,551.0,6612.0,annual,A-cd458b,True,True,False,False,False
S-0aba5b,2024-12-16,,Pro,64.0,0.0,0.0,monthly,A-180abf,True,False,False,True,False
S-99271f,,,Enterprise,27.0,5373.0,64476.0,,A-d62e02,False,False,False,False,False
S-b8a352,2024-09-07,,Enterprise,22.0,4378.0,52536.0,annual,A-5f7781,True,False,False,False,False
S-be509c,2023-08-10,,Enterprise,6.0,0.0,0.0,,A-49b828,True,False,False,True,False
S-07c2c2,2023-07-03,,,5.0,95.0,1140.0,monthly,A-f1f639,True,False,False,False,False
S-0e057d,,,Pro,57.0,2793.0,33516.0,annual,A-cc98bc,True,False,False,False,False
S-606d6d,2024-12-01,,Enterprise,14.0,2786.0,33432.0,monthly,A-054577,True,False,False,False,False
S-2ae21d,2024-12-28,, Basic    ,28.0,532.0,6384.0,annual,A-0f6450,True,False,False,False,False
S-e60f46,2024-03-30,,Enterprise,7.0,1393.0,16716.0,annual,A-eb7fac,True,False,False,False,False
S-87e8d3,2023-08-07,,Enterprise,4.0,796.0,9552.0,monthly,A-8145a0,True,False,False,False,False
S-b409d1,2024-01-21,,Pro,18.0,882.0,10584.0,annual,A-e98302,True,False,False,False,False
S-fb6734,2024-11-12,,Enterprise,50.0,9950.0,119400.0,annual,A-bd4513,True,False,False,False,False
S-8a46fe,2024-12-05,,Enterprise,17.0,,40596.0,monthly,A-7d514c,True,False,False,False,False
S-ee3fa2,2024-03-19,,Pro,6.0,294.0,3528.0,annual,A-977ca0,True,False,False,False,False
S-8bf576,2024-12-16,,Enterprise,,7960.0,95520.0,monthly,A-cbbe12,True,False,False,False,False
S-9fa080,2024-12-24,,Enterprise,29.0,5771.0,69252.0,monthly,A-c1e51e,True,False,False,False,True
S-30e0c1,2024-08-02,,Pro,35.0,1715.0,20580.0,monthly,A-977ca0,True,False,False,False,False
S-9eb13e,2024-04-30,,Basic,36.0,684.0,8208.0,monthly,A-4c38bc,True,False,False,False,False
S-d1b062,2024-03-07,,Enterprise,14.0,2786.0,33432.0,monthly,A-a6d261,True,False,False,False,False
S-9ffb31,2024-08-24,,Pro,13.0,637.0,7644.0,annual,A-a8d89d,True,False,False,False,False
S-9e2819,2024-07-28,,Enterprise,44.0,8756.0,105072.0,annual,A-e43bf7,True,False,False,False,False
,2024-03-07,,BASIC,18.0,342.0,4104.0,monthly,A-65a46c,True,False,False,False,False
S-7f28f3,2024-10-18,,,10.0,490.0,5880.0,annual,A-396e5f,True,False,True,False,True
S-c1164e,,,Pro,70.0,3430.0,41160.0,monthly,A-4ef964,False,False,False,False,False
S-a9fb74,2024-08-04,,Pro,,0.0,0.0,annual,A-c45b23,True,False,False,True,False
S-3e5a20,,,Basic,76.0,1444.0,17328.0,monthly,A-eafc6e,False,False,False,False,False
S-78da0b,2024-01-26,,Enterprise,20.0,3980.0,,monthly,A-b20d99,True,False,False,False,False
S-e9bcb2,2024-05-15,,Basic,43.0,817.0,9804.0,monthly,A-eb2fdc,True,False,False,False,False
S-4d30ba,2024-02-25,,Basic,29.0,551.0,6612.0,annual,A-600734,True,False,False,False,False
S-654529,2024-10-17,,Enterprise,6.0,0.0,0.0,annual,A-8b25f2,True,False,False,True,False
S-342708,2024-11-30,2024-12-21,Pro,41.0,2009.0,24108.0,annual,A-ffc04f,True,True,False,False,False
S-c067fc,2024-07-18,,Basic,5.0,95.0,1140.0,monthly,A-249769,True,False,False,False,False
S-e31e0c,2023-04-04,,Pro,92.0,4508.0,54096.0,monthly,A-977ca0,True,False,False,False,False
S-cd79c0,2023-11-07,,Enterprise,16.0,3184.0,38208.0,monthly,A-ccabf0,True,False,False,False,False
S-b69d76,2024-10-28,,Pro,29.0,1421.0,17052.0,,A-b54c01,True,False,False,False,False
S-612bfb,2024-04-16,,enterprise,64.0,12736.0,152832.0,annual,A-180abf,True,False,False,False,True
S-51673a,2024-12-17,,,9.0,0.0,0.0,monthly,A-5a92e7,True,False,False,True,False
S-0f9910,2023-07-10,2024-07-15,Basic,19.0,0.0,0.0,monthly,A-af0cd2,True,True,False,True,False
S-d4a76b,2024-09-23,,Basic,29.0,551.0,6612.0,monthly,A-a45270,True,False,False,False,True
S-2abffe,2024-03-02,,Pro,9.0,441.0,5292.0,,A-a8b49c,False,False,False,False,False
S-938952,2024-12-18,,Pro,12.0,588.0,7056.0,monthly,A-df1e44,True,False,False,False,False
