,usage_id,subscription_id,usage_date,feature_name,usage_count,usage_duration_secs,error_count,is_beta_feature
4495,U-be49b2,S-9395a2,2023-11-15,feature_25,11.0,5984.0,0.0,False
4496,U-ee32d7,S-31afc4,2024-11-10,feature_6,9.0,2862.0,0.0,False
4497,,S-6b97b7,2024-01-29,feature_40,10.0,2270.0,0.0,False
4498,U-6E2999,S-8b64df,,feature_22,13.0,3380.0,4.0,False
4499,U-71a2e9,S-214edb,2023-12-01,feature_22,8.0,3616.0,0.0,False
4500,U-bddacf,S-827bc4,2023-11-15,feature_10,9.0,1845.0,0.0,False
4501,U-8439ec,S-c5cfb0,2023-01-11,feature_10,7.0,,2.0,False
4502,U-ef9951,S-05b1b6,2023-01-12,feature_36,5.0,2915.0,0.0,False
4503,U-841754,S-bba658,2023-10-02,feature_38,13.0,5226.0,0.0,False
4504,U-D338F4,S-6a9918, 2024-03-04    ,feature_34,4.0,280.0,1.0,True
4505,U-6fb893,S-474b5a,2024-11-08,feature_35,13.0,2483.0,0.0,False
4506,u-9a2632,S-a6285f,,feature_10,10.0,2530.0,0.0,False
4507,,,2023-09-30,feature_25,12.0,6936.0,0.0,False
4508,U-99c5c9,,2023-05-21,feature_12,13.0,754.0,0.0,False
4509,U-96be19,S-d44088,2024-04-23,feature_14,11.0,2640.0,1.0,False
4510,,S-9a3e85,2024-12-24,feature_36,7.0,1967.0,3.0,False
4511,U-3884cb,S-22be2c,2024-02-01,,12.0,2556.0,0.0,False
4512,U-e91463,S-a916c8,2024-02-28,feature_32,9.0,2817.0,0.0,True
4513, U-66c366    ,S-74704b,2023-12-01,feature_32,12.0,6216.0,1.0,False
4514,U-975325,S-1dfa14,2023-02-22,,5.0,1710.0,2.0,False
4515,U-9ca859,S-0e9f04,2024-08-21,feature_25,13.0,4394.0,0.0,False
4516,U-caeac4,S-700923,2024-11-09,feature_26,12.0,4620.0,0.0,False
4517,U-a5b231,S-5281ee,,feature_25,11.0,6380.0,0.0,False
4518,U-dbc2c2,S-9333c5,2023-02-25,feature_23,17.0,5950.0,0.0,False
4519,U-1b0e60,S-7c5f3b,,feature_26,11.0,5445.0,2.0,False
4520,u-a97f47,S-941e0f,2023-09-25,feature_17,7.0,,0.0,False
4521,U-ad3891,S-af4059,2024-02-29,feature_15,5.0,870.0,0.0,False
4522,U-cc81de,S-e25e6e,2023-02-07,feature_24,14.0,5950.0,,False
4523,U-E7798E,S-c5723e,2023-09-19,feature_28,18.0,6624.0,0.0,True
4524,U-12737b,S-0e9334,2023-09-15,feature_17,7.0,1302.0,3.0,False
4525,U-56c932,S-abd244,2023-03-04,feature_19,5.0,795.0,0.0,False
4526,U-8b76cf,S-6643a2,2024-12-02,,11.0,4906.0,0.0,False
4527,U-90f124,S-c19e74,2023-09-14,feature_30,7.0,749.0,0.0,False
4528,U-a009fe,S-507731,2023-05-21,feature_4,4.0,1040.0,2.0,False
4529,U-6cd331,S-890baf,2023-03-26,,11.0,1089.0,0.0,False
4530,U-23c66f,S-b3f236,2024-06-24,feature_23,15.0,405.0,0.0,False
4531,U-abe587,S-509f0d,2024-02-23,feature_24,8.0,864.0,0.0,False
4532,,,2023-08-18,feature_21,12.0,,2.0,False
4533,U-43e234,S-5d5a8d,2023-02-20,feature_35,10.0,940.0,0.0,False
4534,U-e19c70,S-79d1e0,2023-07-12,feature_12,14.0,,0.0,False
4535,U-88f635,S-a72188,2024-05-27,feature_31,10.0,4380.0,3.0,False
4536,U-68bc2a,S-51f213,2024-12-28,feature_14,16.0,3120.0,3.0,False
4537,U-1f6817,S-f1826f,2024-11-18,feature_38,,424.0,0.0,False
4538,U-EF290D,S-c5cfb0,2023-05-12,feature_14,7.0,1498.0,1.0,True
4539,U-751a93,S-f49f24,2023-04-09,feature_1,9.0,3744.0,0.0,False
4540,U-37a641,S-8cf2ef,2024-06-01,feature_40,8.0,672.0,0.0,False
4541,U-116885,S-1a3d9c,2023-02-14,feature_3,12.0,4524.0,0.0,False
4542,U-fc5bb7,S-e36786,2023-05-10,feature_39,14.0,1232.0,1.0,True
4543,U-f0b55d,S-4c8e19,2023-10-01,feature_23,13.0,6175.0,0.0,False
4544,U-29d123,S-3236ee,2024-08-17,feature_27,10.0,3750.0,0.0,False
4545,U-f878af,S-c59b3b,2023-01-22,feature_22,10.0,1400.0,0.0,False
4546,U-bd1402,S-294d8b,2023-01-20,feature_12,4.0,1456.0,0.0,False
4547,U-11051e,S-0ed7be,2023-04-08,feature_8,5.0,1505.0,0.0,True
4548,U-83c4ba,,2023-11-21,feature_33,6.0,1218.0,1.0,False
4549,U-862edb,S-1cff77,2023-11-16,feature_1,8.0,4000.0,0.0,True
4550,U-b7beb8,S-bf4ec8,2024-01-11,feature_8,13.0,3003.0,0.0,False
4551,U-bd8b94,S-d01053,2024-03-14,feature_5,5.0,80.0,0.0,False
4552,U-482376,S-9d8ac4,2023-06-06,feature_9,,1160.0,1.0,False
4553,U-a5e73f,S-0bf451,2024-07-16,feature_38,11.0,5181.0,1.0,False
4554,U-a54062,S-f110db,2023-12-14,,9.0,4275.0,0.0,False
4555,U-2bca4b,S-ec41f7,,feature_29,8.0,1992.0,3.0,False
4556,U-de59c4,S-dc1cf4,2023-02-14,feature_19,14.0,3584.0,1.0,False
4557,U-1DF07C,S-c25263,2024-09-16,feature_9,4.0,1836.0,0.0,False
4558,U-516eda,S-f4059b,,feature_6,3.0,564.0,0.0,False
4559,U-a2e06f,S-06fb6f,2024-03-11,feature_27,16.0,5824.0,0.0,False
4560,U-70e213,S-15cfa1,2023-02-14,feature_12,15.0,3465.0,2.0,False
4561,U-d9ef5c,S-6bd30a,2024-02-16,feature_6,9.0,3852.0,0.0,False
4562,U-AE85AD,S-9b08ae,2023-12-14,feature_33,11.0,297.0,2.0,False
4563,U-be259f,S-3803ff,2023-05-30,feature_17,8.0,3752.0,,False
4564,U-3d56aa,S-ec0efa,2023-12-06,feature_22,8.0,1264.0,0.0,False
4565,,S-78554e,,feature_9,10.0,600.0,0.0,False
4566,U-0195ef,S-6ce221,2024-02-19,feature_31,,693.0,4.0,False
4567,U-eae118,S-a57b2c,2024-04-10,feature_21,7.0,840.0,0.0,False
4568,U-98cdbb,S-dc6dfd,2023-01-08,feature_23,8.0,3616.0,0.0,False
4569,U-93bb94,S-eec056,2024-05-14,feature_3,10.0,4410.0,1.0,False
4570,U-0dfcc3,S-453f00,2023-01-03,feature_21,,5258.0,0.0,False
4571,U-429d6d,S-11d378,2023-03-14,feature_12,11.0,990.0,0.0,False
4572,u-b10e16,S-9f8b23,,feature_25,12.0,5628.0,0.0,
4573,U-eb84ee,S-92ae0a,2023-07-27,feature_12,11.0,2761.0,0.0,False
4574,U-9950c8,S-cdde2b,2023-07-12,feature_37,17.0,4080.0,0.0,False
4575,,S-0fdcfe,,feature_24,16.0,4544.0,2.0,False
4576,U-a94b21,S-2ad954,2023-10-16,feature_38,13.0,,0.0,False
4577,U-A98Db4,S-a916cb, 2024-03-04    ,feature_22,9.0,4401.0,0.0,False
4578,U-759de4,S-52385a,,feature_38,6.0,1848.0,2.0,
4579,U-d39582,S-ceaff7,2023-05-29,feature_7,13.0,7085.0,1.0,False
4580,,S-c3472f,2023-02-02,feature_10,,3102.0,2.0,False
4581,U-da22ae,S-55db9e,2024-02-10,feature_17,14.0,5978.0,0.0,False
4582,U-043380,S-8426e7,2023-12-09,feature_22,,1534.0,3.0,False
4583,U-2dada2,S-42f3be,2023-01-26,feature_10,14.0,,2.0,
4584,U-3dfac2,S-da198f,2023-03-12,feature_5,9.0,3015.0,1.0,
4585,U-9b4d43,S-c0a7d8,2024-07-11,feature_33,7.0,,0.0,False
4586, U-59f06b    ,S-3f00dc,2023-04-11,feature_4,12.0,2772.0,4.0,False
4587,U-cda584,S-de473d,2023-10-19,feature_26,5.0,1890.0,0.0,False
4588,U-5f7639,,2023-08-18,feature_27,9.0,1908.0,0.0,False
4589,,S-a7cab8,2023-01-07,feature_21,10.0,4980.0,3.0,False
4590,U-704e38,,2024-12-17,feature_20,11.0,2233.0,5.0,False
4591,U-0Ca8F8,S-70c734,2024-12-18,feature_4,6.0,42.0,0.0,True
4592,U-ad8389,S-6d9231,2024-07-07,feature_19,4.0,508.0,0.0,False
4593,,S-7dd478,2023-09-27,feature_15,5.0,2330.0,0.0,True
4594,U-4e54c2,S-9c09cb,2023-02-03,feature_10,8.0,824.0,1.0,True
4595,U-12eb90,S-b60208,2023-01-11,feature_18,10.0,4560.0,0.0,False
4596,U-0ef4d0,S-b95751,2023-04-24,feature_12,8.0,2832.0,0.0,False
4597,U-b3dfe8,S-47985c,2024-07-19,feature_15,14.0,3108.0,0.0,False
4598,U-ae7e82,S-847173,2024-04-26,feature_6,10.0,4640.0,0.0,False
4599,U-1DA25E,S-8b24a0,2024-01-19,feature_25,12.0,6552.0,3.0,False
4600,U-92031e,S-460deb,2024-04-09,feature_25,8.0,,2.0,False
4601,U-8f01fa,S-93592e,,feature_23,9.0,909.0,2.0,False
4602,U-3ed606,S-ad32a8,2023-08-31,feature_37,15.0,3735.0,3.0,False
4603,U-f18b99,S-ffb6cc,2024-12-19,feature_5,11.0,693.0,0.0,True
4604,U-d4b524,S-0e8b21,2024-01-07,feature_38,16.0,1440.0,0.0,False
4605,U-9b801e,S-6100a4,2024-09-13,,12.0,2376.0,0.0,False
4606,U-89e2d6,S-2d04a6,2024-10-28,feature_5,11.0,5544.0,0.0,False
4607,U-c07f3c,S-09d706,2023-08-05,feature_25,14.0,4186.0,0.0,
4608,U-ac27d3,S-58b22d,2023-01-29,feature_34,8.0,,0.0,False
4609,U-d6e088,S-6cfb27,,,12.0,4356.0,3.0,False
4610,,S-a0a5e3,2023-12-30,feature_10,8.0,2776.0,0.0,False
4611,U-f3d3bb,S-bb84b1,2023-07-27,feature_24,12.0,,2.0,False
4612,U-ea3b56,S-fbd522,2024-11-10,feature_32,14.0,5544.0,1.0,False
4613,U-c90404,S-507731,2023-01-07,feature_37,9.0,2448.0,1.0,False
4614, U-ad39d1    ,S-e2f1fd,2023-07-04,feature_1,9.0,4365.0,0.0,False
4615,U-de71a4,S-c92099,2024-10-25,feature_21,9.0,3960.0,0.0,False
4616,U-1fcd94,S-ada718,2024-10-30,feature_12,11.0,5115.0,0.0,False
4617,U-61a6ce,S-6cafdf,2024-08-17,feature_11,11.0,4675.0,2.0,True
4618,U-EB008B,S-85796b,,feature_25,7.0,497.0,0.0,False
4619, U-e2a74b    ,S-856241,,feature_28,13.0,6877.0,0.0,False
4620,U-b8af91,S-02ec76,2023-05-01,feature_2,5.0,1150.0,3.0,False
4621,U-860f23,S-6fa3a3,2023-01-04,feature_38,10.0,740.0,,False
4622,U-f18c19,S-b1e72a,2023-10-13,feature_37,9.0,72.0,0.0,True
4623,U-415bb3,S-00bb84,2023-03-10,feature_30,7.0,385.0,0.0,False
4624,U-2254ee,S-3e510d,2023-07-21,feature_9,14.0,7224.0,1.0,False
4625,U-50043d,S-bf6d7b,2024-11-13,feature_11,16.0,8720.0,0.0,True
4626,U-be8852,S-e1de58,2023-12-19,feature_34,5.0,2385.0,0.0,False
4627,U-cdd669,S-af7a2c,2024-05-17,feature_32,12.0,,0.0,False
4628,U-0d3a20,S-7b29d1,2023-10-12,feature_38,12.0,5760.0,,True
4629,U-b77399,S-c25e9d,2024-12-15,feature_25,11.0,5753.0,0.0,False
4630,U-5125b2,S-2f8dbb,2023-04-13,feature_7,,8134.0,0.0,False
4631,U-10f3a0,,2024-03-13,feature_39,10.0,4150.0,3.0,False
4632,U-3ce728,S-70275b,2024-03-20,feature_2,10.0,5070.0,1.0,False
4633,U-3e58e3,S-5ca0fe,2023-07-27,feature_21,14.0,5250.0,0.0,False
4634,U-0eae06,S-cd6bb6,2024-12-13,feature_37,,2380.0,,False
4635,U-a82b97,S-dc9874,,feature_10,10.0,420.0,0.0,False
4636,U-3eccf4,S-071ade,2023-05-04,feature_14,7.0,2674.0,0.0,
4637,U-000a76,S-66a625,2023-09-03,feature_37,7.0,3325.0,2.0,False
4638,U-340670,S-063586,2024-06-27,feature_40,10.0,1830.0,0.0,False
4639,U-1c02ee,S-be655e,2023-02-15,feature_4,15.0,,1.0,False
4640,U-E7070C,S-0e12c9,2023-04-19,feature_28,13.0,6279.0,0.0,False
4641,U-edca94,S-0a8acf,2024-06-21,feature_27,7.0,3423.0,0.0,False
4642,U-494f2a,S-0865f1,2024-01-07,feature_35,15.0,1920.0,0.0,False
4643,U-9b1b65,S-62641a,2023-05-14,feature_8,11.0,5566.0,0.0,False
4644,U-fff137,S-8ba96c,2023-09-26,feature_33,11.0,5115.0,2.0,False
4645,U-96784a,S-71827b,2024-05-26,feature_29,9.0,2241.0,0.0,False
4646,U-06028F,S-e7e4bd,2024-09-20,feature_40,5.0,1730.0,0.0,False
4647,U-10c1e4,S-52119f,2023-11-11,feature_14,6.0,3324.0,0.0,False
4648,U-c48144,S-62b93c,2024-01-17,feature_25,7.0,4179.0,0.0,False
4649,U-ec28e4,S-1f505e,2024-04-25,feature_8,10.0,1860.0,0.0,False
4650,U-5300e3,S-b23d8d,,feature_3,7.0,609.0,0.0,False
4651,U-01f5d1,S-ab06f4,2023-03-05,feature_25,13.0,3445.0,0.0,False
4652,U-405493,S-2b35cc,2024-10-17,feature_37,8.0,1048.0,0.0,False
4653,U-d16c33,S-a3e1e3,2024-01-26,feature_32,10.0,1190.0,2.0,False
4654,U-18179b,S-2ebd06,2023-04-02,feature_37,11.0,4785.0,1.0,True
4655,U-5D4111,S-d9e0d1,2024-08-12,feature_13,9.0,1980.0,0.0,False
4656,U-ee0455,S-db7c1d,2023-09-02,feature_3,8.0,1776.0,0.0,False
4657,U-18BFC2,S-49e3e5,2023-09-09,,7.0,3458.0,0.0,False
4658,U-84711d,S-3ed1f5,2023-08-10,feature_3,6.0,1998.0,,False
4659,U-20a7c6,S-30c045,2024-06-27,feature_9,11.0,5852.0,0.0,False
4660,U-d18503,S-b81200,2024-01-18,feature_15,7.0,1722.0,0.0,False
4661,U-2a7d84,,2023-12-06,feature_12,8.0,3504.0,0.0,False
4662, U-6654be    ,S-1fd72a,2023-02-24,feature_9,15.0,4320.0,1.0,False
4663,U-61bc54,S-74be40,2024-05-17,feature_17,6.0,2976.0,1.0,False
4664,U-c0692f,S-eae806, 2023-05-07    ,feature_8,,1755.0,0.0,True
4665,U-faf43f,S-b04174, 2023-06-11    ,feature_26,9.0,1854.0,1.0,False
4666,u-fa7fd6,S-d53c0a,,feature_8,7.0,3269.0,1.0,False
4667,u-77f108,S-e89b90,2024-08-07,feature_11,12.0,1620.0,1.0,False
4668,U-3Bcef4,S-0da40c, 2024-08-15    ,feature_15,14.0,1246.0,0.0,False
4669,U-c1a1f1,S-2a53d5,2024-10-22,feature_30,14.0,7378.0,0.0,False
4670,U-3925df,S-fe0bc0,2023-12-10,feature_1,4.0,1020.0,0.0,False
4671,U-960575,S-9bc272,2024-10-28,feature_18,8.0,3632.0,0.0,False
4672,U-ba5183,S-b51d34,2024-10-21,feature_4,9.0,2952.0,0.0,False
4673,U-129e16,,2024-05-08,feature_32,10.0,4990.0,0.0,False
4674,,S-7889d9,2023-03-22,feature_30,6.0,1872.0,0.0,False
4675,U-5ceb36,S-1a5fa7,2023-03-17,feature_9,6.0,,0.0,False
4676,U-bd2be9,S-6d6ab6,2023-11-06,feature_21,9.0,1944.0,,False
4677,U-ffa3b7,S-4c6ee1,2023-09-11,feature_33,16.0,,1.0,False
4678,U-47eacd,S-45baa6,2024-12-07,feature_22,5.0,2555.0,1.0,False
4679,U-87bfc7,S-be655e,2023-02-02,feature_38,,1788.0,0.0,False
4680,U-7b3943,S-b4d224,2023-06-11,feature_4,15.0,4245.0,0.0,False
4681,U-062f07,,2023-02-05,feature_13,,4334.0,0.0,False
4682,U-a894e9,S-62b7cf,2024-12-19,feature_24,,5592.0,2.0,False
4683,U-4491d3,S-ab37ae,,feature_12,5.0,1335.0,0.0,False
4684,U-d6b65a,S-1d63bf,2023-07-24,feature_37,14.0,1498.0,0.0,True
4685,U-6b5aa4,S-7f219a,2024-07-02,feature_25,12.0,5712.0,0.0,False
4686,U-34bd04,S-da0a69,2024-06-17,feature_35,13.0,4251.0,0.0,False
4687,,S-6956dc,2023-01-17,,11.0,6501.0,0.0,
4688,U-88910e,S-f9cb2b,2023-08-22,feature_38,11.0,3124.0,0.0,False
4689,U-fc9d87,S-18f80d,2023-04-19,feature_4,9.0,666.0,,False
4690,U-69398F,S-44f453,,feature_10,6.0,3018.0,2.0,False
4691,U-e3dd64,S-2d3096,2024-04-30,feature_17,8.0,1616.0,0.0,False
4692,U-9e3878,S-c43a91,2023-10-13,feature_38,11.0,1738.0,0.0,True
4693,U-554ce1,S-5a1fc3,2023-01-02,feature_7,13.0,7046.0,0.0,False
4694,U-e7f8f7,,2024-06-01,feature_35,10.0,4300.0,1.0,False
4695,U-1b0d43,S-68ecd5,2023-08-08,,7.0,1792.0,0.0,False
4696,U-a92bb6,S-303f63,,feature_21,8.0,1760.0,0.0,False
4697,U-bc285c,S-2843fe,2023-11-11,feature_33,14.0,1176.0,0.0,False
4698,U-740b72,S-24a63d,2023-04-02,feature_21,7.0,3612.0,0.0,False
4699,U-f5f1c6,S-0a2238,2023-07-13,feature_20,17.0,8058.0,,False
4700,U-4d17f4,S-367d84,2024-02-10,feature_4,,990.0,0.0,False
4701,U-c89c56,S-f1cc81,2023-10-21,feature_11,8.0,3184.0,0.0,False
4702,U-9191e1,S-c46499,2023-11-06,,17.0,5712.0,0.0,False
4703,,S-695606,2024-03-02,,13.0,104.0,0.0,False
4704,U-b35dfc,,2023-05-07,feature_15,15.0,5310.0,0.0,False
4705,U-122243,S-da0c62,2024-02-03,feature_40,11.0,1958.0,0.0,True
4706,U-1d8791,S-e8776c,2024-11-10,feature_16,6.0,3528.0,,False
4707,,S-d1201a,2023-01-05,feature_32,7.0,630.0,0.0,True
4708,U-b5c083,S-e9257d,2023-09-10,feature_19,11.0,2629.0,0.0,False
4709,,,2024-01-30,feature_25,13.0,884.0,0.0,False
4710,U-534d24,S-81510a,2023-09-23,feature_31,16.0,880.0,0.0,False
4711,U-4a1fe1,S-9686c6,2024-03-03,feature_4,7.0,1820.0,0.0,False
4712,U-0552fe,S-5cda31,,,8.0,456.0,0.0,False
4713,U-e9edf7,S-3473af,2024-08-14,feature_23,11.0,1265.0,0.0,False
4714,U-602857,S-9e6f0c,2023-07-14,feature_22,10.0,1410.0,0.0,False
4715,U-a2709c,S-f0ad87,2023-09-23,feature_6,7.0,1302.0,1.0,True
4716,U-fb39d7,S-f81687,,feature_11,11.0,3333.0,2.0,False
4717,U-4f81fb,S-5a18e5,2024-05-14,,14.0,5782.0,0.0,False
4718,U-0144E5,S-175429,2024-01-28,feature_33,7.0,329.0,0.0,False
4719,,S-f9a56a,2023-12-12,feature_28,10.0,2640.0,2.0,False
4720,U-1af9f4,S-97a010,2024-06-25,feature_22,12.0,3372.0,0.0,False
4721,U-cfcaf7,S-bf304b,2023-07-16,,11.0,2266.0,0.0,False
4722,,S-846d41,2024-02-06,feature_24,11.0,187.0,0.0,False
4723,U-f926ce,S-aced77,2024-06-14,feature_22,14.0,1022.0,1.0,False
4724,U-b277a4,S-7b2efe,2024-03-17,feature_21,6.0,3420.0,0.0,False
4725,U-a6803e,S-a583df,,,10.0,1060.0,1.0,False
4726,U-d8bb25,,2024-04-29,feature_36,14.0,2506.0,2.0,False
4727,U-e46e17,S-887d48,2023-03-02,feature_22,10.0,1860.0,0.0,False
4728,U-cad3b4,S-8c9649,2024-08-29,,7.0,1253.0,0.0,False
4729,u-9e6932,S-a10eb2,2024-08-21,feature_8,,330.0,1.0,False
4730,U-ace01b,S-5eeb46,2023-06-13,feature_37,16.0,4496.0,,False
4731,U-39abfe,S-817e4b,2023-04-26,feature_19,17.0,1989.0,0.0,True
4732,U-12c154,S-f6f97e,2023-01-08,feature_6,15.0,3390.0,1.0,
4733,U-794558,S-14d515,,feature_26,9.0,5364.0,1.0,False
4734,U-497071,S-9030e0,2023-07-14,feature_38,11.0,,2.0,False
4735, U-bf9fad    ,S-d1201a,2023-06-22,feature_27,9.0,3006.0,2.0,False
4736,U-5e7f90,S-f874e5,2023-01-06,feature_8,,2052.0,0.0,False
4737,,S-ffb6cc,2023-04-21,,7.0,2198.0,1.0,False
4738,U-da3436,,2023-06-05,feature_4,,8368.0,1.0,False
4739,U-a59e4f,S-4e4b10,2024-12-19,,6.0,,,False
4740,U-fc85c9,S-a3b329,2024-06-09,,10.0,4050.0,1.0,False
4741,,S-7277c8,,feature_40,11.0,3399.0,0.0,False
4742,U-a744a6,S-d604ec,2023-03-17,feature_35,6.0,930.0,0.0,False
4743,U-ccc726,S-afa7a7,2023-07-11,feature_39,8.0,1056.0,1.0,False
4744,U-7296b6,S-450fa9,2024-11-08,feature_25,14.0,6622.0,1.0,False
4745,U-3d3a2d,S-180b6c,2024-09-13,feature_7,10.0,4310.0,0.0,False
4746,U-90ad17,,2023-10-07,,14.0,1834.0,0.0,False
4747,U-1da501,S-3c0075,2023-07-15,feature_10,14.0,1694.0,2.0,False
4748,U-6dcbb0,S-debbee,2024-11-01,feature_2,,1530.0,0.0,True
4749,U-5d06c5,S-755e1b,2023-07-15,feature_4,19.0,10146.0,0.0,False
4750,U-f4d6f7,S-38b3b4,2023-05-21,feature_14,,763.0,0.0,True
4751,,S-19465f,2024-02-17,feature_35,6.0,1074.0,0.0,False
4752,U-631309,S-39e396,2023-10-24,feature_12,6.0,3366.0,,False
4753,,S-da0c62,2023-01-13,feature_9,7.0,1092.0,0.0,False
4754,U-e210eb,S-342037,2024-02-09,feature_12,11.0,4477.0,0.0,False
4755,U-2896fc,S-65d722,2023-03-25,feature_16,13.0,2158.0,0.0,False
4756,U-74ca64,S-162596,2023-05-23,feature_21,5.0,1285.0,,False
4757,U-d31a4e,S-f61f42,2023-06-12,feature_16,10.0,5540.0,1.0,False
4758,U-7fb332,S-c7667c,2024-03-27,,12.0,5556.0,0.0,False
4759,,S-0d2fb8,2024-01-30,feature_2,15.0,4845.0,3.0,False
4760,,S-3df0c3,2024-09-25,feature_13,10.0,5530.0,,False
4761,U-45b5f2,S-74d86d,2024-10-17,feature_28,9.0,3681.0,2.0,False
4762,U-d21923,,2023-11-06,feature_4,10.0,5570.0,1.0,
4763,u-490988,S-e093a9,2024-05-13,feature_9,13.0,1053.0,0.0,False
4764,u-d64186,S-d635a2,,feature_22,7.0,1309.0,0.0,False
4765,U-9dd69f,S-27e42e,2024-12-05,feature_4,11.0,275.0,0.0,False
4766,U-106C3B,S-0ba1fe,,feature_3,9.0,3456.0,0.0,False
4767,U-4ebec1,S-41cdf0,2023-01-20,feature_39,12.0,6108.0,0.0,False
4768,U-ba104f,S-8dd1f6,2023-10-18,feature_30,9.0,1305.0,0.0,False
4769,U-1cf5a7,S-1c5955,,feature_12,,,1.0,False
4770,U-dfacd3,S-d30894,2023-10-24,feature_5,12.0,5424.0,,False
4771,U-a160c4,S-d97fa8,2024-08-29,feature_14,12.0,2244.0,0.0,False
4772,,S-0d8cfd,,feature_15,13.0,7787.0,1.0,True
4773,U-3c44d8,S-62641a,2023-11-23,,10.0,2290.0,0.0,False
4774,U-d7924a,S-8d89a8,2024-11-04,feature_7,9.0,5121.0,0.0,False
4775,,S-27552b,2024-06-07,feature_37,14.0,,0.0,False
4776,U-d55bea,S-ea66df,2024-10-25,feature_13,12.0,2100.0,0.0,False
4777,U-6e4d2c,S-b4d224,2024-07-16,,15.0,7995.0,0.0,False
4778,U-bd2ab1,S-33e40e,2024-05-04,,7.0,1995.0,0.0,False
4779,U-1b971e,S-462547,2024-10-28,feature_15,8.0,2920.0,0.0,False
4780,U-85374e,S-4dfd17,2024-10-28,feature_15,8.0,680.0,1.0,
4781,U-ccf0fe,S-41d741,2024-09-20,,7.0,2667.0,0.0,False
4782,U-b34d26,S-c288ef,2023-08-29,feature_5,7.0,609.0,1.0,False
4783,U-74c0c5,S-01fa46, 2024-11-29    ,feature_38,11.0,2156.0,0.0,
4784,,,2024-10-28,feature_13,9.0,,0.0,False
4785,U-488fba,S-1d5f4e,2023-11-16,feature_30,7.0,441.0,0.0,False
4786,,S-7820a5, 2023-01-08    ,feature_31,,72.0,,False
4787,U-3137bb,S-f32731,,feature_24,13.0,143.0,1.0,False
4788,U-985401,S-b04174,,feature_20,9.0,5256.0,0.0,False
4789,U-3c9942,S-018501,2024-11-05,feature_37,9.0,3726.0,0.0,True
4790,U-091b58,S-936e80, 2023-12-21    ,feature_30,10.0,,0.0,False
4791,U-0c4c37,S-e71203,2024-03-02,feature_27,,1197.0,0.0,False
4792,U-66Dd63,S-b03125,,feature_35,10.0,160.0,0.0,False
4793,U-93e9b8,S-ce9977,2024-08-15,feature_23,5.0,395.0,1.0,False
4794,U-acf978,S-6b97b7,2024-07-19,feature_18,14.0,5208.0,3.0,False
4795,U-3C5EFA,S-08fc73, 2023-06-25    ,feature_11,5.0,1920.0,,
4796,U-37Db22,S-1b0848,2023-12-07,feature_22,9.0,972.0,0.0,False
4797,U-5497ED,S-f41a31,,feature_3,6.0,2040.0,0.0,False
4798,U-3538f4,S-175429,2023-12-26,feature_19,8.0,824.0,0.0,False
4799,U-1ed86a,S-9f0371,2024-02-28,feature_14,9.0,3303.0,0.0,
4800,U-74328f,,2024-12-21,feature_7,13.0,403.0,1.0,False
4801,,S-d75e1f,2024-02-25,feature_32,9.0,2889.0,0.0,False
4802,U-91c799,S-f27134,2023-04-20,feature_15,13.0,5772.0,1.0,False
4803,U-c103ac,S-fe6eb1,2024-02-16,feature_23,6.0,90.0,0.0,False
4804,U-d72921,S-7b3fd3,2023-02-01,feature_17,5.0,355.0,,False
4805,U-a6fd2c,S-a45a12,2023-09-01,feature_32,10.0,1500.0,1.0,False
4806,U-1e471f,S-4f7b91,2023-08-31,feature_17,12.0,1704.0,0.0,False
4807,U-b20972,S-0b7eba,2024-12-19,,6.0,3114.0,0.0,
4808,U-adddd8,S-9cd745,2023-02-10,feature_13,12.0,2172.0,0.0,False
4809,U-10b786,S-5de583,2024-10-10,feature_35,13.0,1547.0,0.0,
4810,U-635D12,S-a9ec8b,2024-06-12,feature_6,12.0,5472.0,0.0,False
4811,U-b255b1,S-de3416,2024-06-22,feature_40,8.0,4704.0,3.0,False
4812,U-2c12c4,S-89c7ff,2023-12-28,feature_20,8.0,3664.0,2.0,False
4813,U-37f97a,S-b834a9,2023-05-23,,10.0,770.0,0.0,False
4814,U-74f75f,S-98dd7d,2024-03-27,feature_21,10.0,6000.0,0.0,
4815,U-4039e9,S-28e7bf,2023-09-08,feature_32,11.0,2497.0,0.0,False
4816,U-730235,S-872bdd,2023-03-31,,,1720.0,0.0,False
4817,U-561475,S-fc2742,2023-04-18,feature_2,18.0,9936.0,0.0,False
4818,U-e66e57,S-59be40,2024-02-17,,11.0,2761.0,0.0,False
4819,U-e35fba,S-ca454e,2024-03-18,feature_22,15.0,9000.0,0.0,False
4820,U-e1d1ad,S-a01486,2024-11-20,feature_2,,480.0,0.0,False
4821,U-4c4344,S-47cfb3,2024-06-29,feature_7,14.0,7364.0,3.0,
4822,U-ce7290,S-9c4bcd,2023-09-07,feature_27,9.0,2781.0,0.0,
4823,U-5aa9ab,S-0455a5,2024-01-17,feature_6,9.0,,,False
4824,U-fadd5a,S-0921a1,2023-05-13,feature_5,6.0,3102.0,0.0,False
4825,U-31d88b,S-573f93,2023-11-08,feature_5,11.0,2893.0,0.0,False
4826,U-c7458a,S-041624,2024-07-11,feature_6,13.0,6019.0,0.0,False
4827,U-875d3c,S-1bf267,2023-05-18,feature_34,10.0,2730.0,2.0,False
4828,U-6adaae,S-35ff9e,2023-03-06,feature_28,6.0,3408.0,3.0,False
