usage_id,subscription_id,usage_date,feature_name,usage_count,usage_duration_secs,error_count,is_beta_feature
U-ed4198,S-a68d25,2024-06-03,feature_34,13.0,2535.0,0.0,True
U-c13a0d,S-7c24f6,2023-04-29,feature_14,9.0,1413.0,0.0,False
U-84eb45,S-c99814,2024-05-12,feature_33,5.0,1130.0,2.0,False
U-2b88f4,S-375190,2023-07-27,feature_23,,4977.0,2.0,True
U-607a68,S-21393c,2024-09-24,feature_38,16.0,1840.0,1.0,False
U-1eda32,,2024-04-19,feature_30,15.0,6360.0,0.0,False
U-65baed,S-450fa9,2024-06-08,feature_24,12.0,,0.0,False
U-15666b,S-fef8bf,2024-12-21,feature_37,,1092.0,0.0,False
U-6cc1aa,S-150c71,2023-12-09,feature_18,6.0,1422.0,0.0,False
U-870aae,S-4d5ab5,,feature_27,12.0,2460.0,0.0,False
U-72c470,S-78554e,2024-02-19,feature_12,7.0,3633.0,0.0,False
U-88f5df,S-2aaca3,2023-04-10,feature_5,13.0,6201.0,0.0,False
U-94732f,S-b28ec2,2024-03-23,,7.0,1554.0,0.0,False
U-f6b681,S-9c19fe,2024-09-03,feature_22,9.0,3240.0,1.0,False
U-a8f87a,S-3dc46b,2024-09-12,feature_18,11.0,4213.0,3.0,False
,S-cc964d,2024-03-11,feature_37,13.0,6994.0,3.0,False
U-add40c,S-ac6547,2024-05-29,feature_9,10.0,,0.0,True
U-99a989,S-188518,2024-02-27,feature_16,10.0,670.0,0.0,False
,S-155934,2024-08-10,,16.0,2544.0,,False
U-747b6f, S-eaf2e2    , 2023-12-08    ,feature_21,9.0,2592.0,0.0,True
U-309e16,S-eaa2c2,2024-04-02,feature_38,13.0,2782.0,,False
U-5cfba8,S-c069ab,2023-08-13,feature_6,7.0,2268.0,,False
U-878da5,S-4b26c5,2024-12-22,feature_8,6.0,1644.0,1.0,False
U-e74aee,S-078e94,2023-03-14,feature_23,16.0,4208.0,1.0,False
U-a9aa73,S-875645,,feature_38,11.0,4576.0,0.0,False
U-b865fb,S-64d203,2024-02-03,feature_10,12.0,3876.0,0.0,False
,s-08a3d4,,feature_24,12.0,6132.0,0.0,False
U-c8baf5,S-11dba6,2023-02-03,feature_20,13.0,364.0,0.0,False
U-c4df84,S-04fd47,2023-06-12,feature_32,9.0,4329.0,2.0,False
U-f6e65c,s-029c20,,feature_24,10.0,2620.0,0.0,False
U-a670a1,S-ddc51c,2024-03-17,feature_25,12.0,2904.0,1.0,False
U-ff58c1,S-2ccc04,2024-04-08,feature_29,11.0,6479.0,0.0,False
U-4b3624,s-6d9705,2024-05-15,feature_21,8.0,664.0,0.0,False
U-56869a,S-f81687,2024-08-19,,8.0,3272.0,,False
U-973e71,S-cb7ea9,2023-04-11,feature_40,8.0,2352.0,0.0,False
U-a8ed0b,S-3c0121,2024-05-14,feature_11,13.0,3094.0,0.0,False
U-935e95,S-15a8c0,2024-02-22,feature_7,10.0,3760.0,0.0,False
U-9f32b7,S-ccdf41,2023-10-06,feature_8,14.0,966.0,0.0,True
U-0e9c0c,S-e7cb68,2023-02-21,feature_33,15.0,2415.0,0.0,False
U-2ebffe,S-bafe35,2023-06-05,feature_9,10.0,580.0,0.0,False
U-7af577,S-615a8a,2023-05-27,,,950.0,3.0,False
U-900614,S-650c13,2024-09-25,feature_2,13.0,117.0,0.0,False
U-48f5b4,S-43f9f8,2024-08-22,feature_23,9.0,450.0,0.0,False
U-4480f3,S-d5a07a,2023-04-06,feature_20,10.0,4560.0,0.0,False
U-7670b3,S-ab7022,2024-11-21,feature_29,12.0,2220.0,0.0,False
U-54d6f0,S-ce932b,2023-02-26,feature_23,,4608.0,3.0,False
U-7ae1c0,,2023-05-10,feature_16,15.0,7470.0,0.0,False
U-13e21f,S-d82234,2023-07-12,,1.0,,0.0,False
U-fdff4f,S-bf893c,2024-09-19,feature_32,10.0,3580.0,0.0,False
U-a7ae35,,2024-12-20,feature_19,8.0,2600.0,0.0,False
U-6ba104,S-77f7fd,2024-07-11,feature_19,7.0,2065.0,3.0,False
U-de6020,S-0adca9,2024-01-27,feature_15,12.0,2460.0,0.0,False
U-c5bbdc,S-380617,2023-09-09,feature_36,10.0,5620.0,0.0,False
U-ef64a0,S-0891f1,2024-02-29,feature_22,9.0,648.0,5.0,False
U-2e9388,S-5cda31,2023-02-13,feature_14,8.0,2416.0,0.0,True
U-67f3fa,S-e6ad38,2023-07-24,feature_4,9.0,,0.0,False
U-d38ce4,S-b76de2,2023-10-29,feature_6,,2834.0,0.0,False
U-c8037e,S-47a04b,2023-05-01,feature_28,8.0,440.0,0.0,False
U-e668ce,,,feature_17,17.0,4658.0,0.0,False
U-032ce4,,2023-02-12,feature_13,9.0,3411.0,0.0,False
U-3f37e2,S-4b26c5,2023-09-06,feature_19,11.0,1386.0,0.0,False
U-208fa4,S-e6b450,2024-11-30,feature_31,13.0,2652.0,1.0,False
U-a1ae24,S-067edc,2023-10-19,feature_15,10.0,480.0,0.0,True
U-15af78,S-e6513c,2023-04-24,,10.0,1600.0,0.0,False
U-957def,S-0509b8,2024-10-02,feature_35,11.0,1848.0,1.0,False
U-e9b805,S-d43a40,2024-01-28,feature_2,8.0,3592.0,0.0,True
U-851b4b,S-ceaff7,2024-08-05,feature_11,11.0,2530.0,0.0,False
U-866f38,S-7c5f3b,,feature_25,,2862.0,2.0,False
U-08ccd2,S-41d741,2023-04-27,feature_6,6.0,192.0,1.0,False
U-d2ce4c,S-4c4852,2023-03-04,feature_10,,2706.0,2.0,False
U-ad42b6,S-9925b9,2024-07-24,feature_16,12.0,4956.0,2.0,False
U-427f73,S-ce5fb5,2024-11-27,feature_31,15.0,165.0,0.0,False
U-cd9902,S-aced77,2024-11-17,feature_23,9.0,4185.0,3.0,False
U-6cdc32, S-677801    ,2023-11-21,,4.0,,1.0,False
U-47d9a5,S-ccd045,,feature_18,13.0,910.0,0.0,True
,S-1e8c9e,2024-09-12,feature_13,8.0,2896.0,0.0,False
U-26d0a2,S-ed7a72,2024-04-07,feature_12,12.0,,0.0,False
U-a80605,S-f7cde3,2023-09-12,feature_38,7.0,4088.0,,False
U-f2f462,S-80dc6b,2023-06-16,feature_20,7.0,154.0,0.0,False
U-5bca5e,S-972512,2023-08-26,feature_33,7.0,1911.0,0.0,False
U-2203a1,s-bff540,2023-02-28,feature_15,10.0,770.0,0.0,False
U-609e67,,2024-10-10,feature_23,8.0,656.0,0.0,False
U-1ab1f2,s-882f1d,,feature_1,10.0,500.0,2.0,False
U-127e5a,S-763b53,2024-10-20,feature_2,12.0,2400.0,0.0,False
U-67573c,S-b4dd00,2024-05-05,feature_9,8.0,4304.0,0.0,False
U-bfd97d,,2024-09-22,feature_16,15.0,5295.0,0.0,False
U-a7d368,S-820711,2024-08-13,feature_6,7.0,210.0,0.0,False
U-261d7a,S-b479cd,2024-05-07,feature_15,8.0,1840.0,1.0,False
U-9059b7,S-3fb8f4,2024-06-16,feature_12,7.0,3220.0,0.0,False
U-fea4fb,S-909b7f,2023-11-24,feature_14,2.0,614.0,0.0,False
U-20ce93,S-27e9ad,2024-11-16,feature_4,8.0,1496.0,,False
U-ac87ad,S-6cfb27,2024-08-13,feature_25,6.0,2430.0,0.0,False
U-d5e138,S-79e254,,feature_37,12.0,,0.0,False
U-f0aff5,S-35cf1c,2024-07-24,feature_24,7.0,3955.0,0.0,False
U-209bb7,S-e267d1,2023-12-06,feature_12,6.0,192.0,1.0,False
U-969121, S-aaed3e    ,2023-01-02,feature_8,11.0,4147.0,0.0,False
U-1b7a35,S-f018e9,2023-11-07,feature_20,4.0,2272.0,0.0,False
U-d0e57e,S-875645,2024-05-18,feature_39,9.0,1341.0,2.0,False
U-e5950f,, 2024-04-02    ,feature_18,6.0,378.0,0.0,True
U-f3aed3,S-9c735f,2023-04-18,feature_36,7.0,3374.0,2.0,False
U-b705ac,S-e260ff,2023-07-13,feature_9,17.0,3043.0,,True
U-7ddd24,,,feature_29,10.0,4720.0,1.0,False
U-fe2bd6,S-14a95a,2024-09-22,feature_40,,780.0,0.0,False
U-4349f2,S-e33883,2023-12-19,feature_17,6.0,3282.0,0.0,False
U-085125,S-0ba1fe,2024-08-10,feature_5,,310.0,0.0,False
U-5b51c6,S-BC4DA7,,feature_1,9.0,,0.0,False
U-012e34,S-b147b9,2023-02-23,feature_15,4.0,2012.0,0.0,False
U-77b6ef,S-6bfd97,2024-06-04,,11.0,,0.0,False
U-a40aa5,,2024-09-03,feature_30,9.0,1629.0,3.0,False
U-6bafdf,S-9d8ac4,2023-12-16,feature_29,12.0,4068.0,0.0,False
,S-fd0d21,2023-04-28,feature_10,10.0,4460.0,2.0,False
U-a85d37,,2024-04-19,feature_4,6.0,372.0,0.0,False
U-7b992a,S-3eb56d,2024-09-13,feature_28,9.0,1989.0,0.0,False
U-eb6828,S-01daf5,2024-12-19,feature_2,16.0,3040.0,0.0,False
U-4a44ad,S-2B4A26,2023-12-24,feature_7,11.0,5313.0,0.0,False
U-7d22b5,,2024-03-15,feature_28,12.0,6600.0,0.0,True
,S-cf44af,,feature_11,3.0,1515.0,0.0,False
U-fa08ab,,,feature_11,8.0,848.0,6.0,False
U-02d0a0,S-916876,2023-08-08,feature_20,10.0,3780.0,0.0,False
U-6c57b0,S-718116,2023-12-22,feature_36,7.0,1302.0,,False
U-5bfeef,,2024-02-12,feature_23,10.0,4120.0,0.0,False
U-ff4596,S-b6e15a,2023-03-07,feature_38,11.0,1980.0,0.0,False
U-9ca692,, 2023-11-30    ,,14.0,532.0,0.0,False
U-47e2f6,S-f2da7f,2024-08-03,feature_20,13.0,4017.0,,True
U-f3cdca,S-709484,2023-11-02,feature_32,15.0,5670.0,0.0,False
U-c69dcf,S-4eef1a,2024-03-25,feature_28,7.0,1435.0,4.0,True
U-267be7,S-0b059f,2024-07-22,feature_12,13.0,4706.0,0.0,False
U-c059f1,,2023-10-27,feature_33,10.0,3670.0,2.0,False
U-bb88f1,,2024-03-14,feature_20,17.0,8738.0,0.0,False
U-2d0046,S-6d6bde,2024-03-03,feature_38,,1855.0,0.0,False
U-b8cd4b,S-d9d52b,2024-11-24,feature_32,13.0,6526.0,0.0,True
U-5c053f,S-6762fa,2023-11-26,feature_8,11.0,6369.0,0.0,False
U-528e66,S-a6820d,2024-01-10,,12.0,4920.0,0.0,False
U-426d6c,S-c855b0,2024-09-05,feature_38,10.0,4280.0,3.0,False
U-762932,S-1da72c,2023-12-12,feature_5,13.0,1378.0,0.0,False
U-7c66d6,S-22778a,2024-08-22,feature_1,,,1.0,False
U-5864dc,S-0da40c,2023-12-06,feature_27,10.0,5200.0,0.0,False
U-b54050,S-c1f160,2023-01-03,feature_20,8.0,1392.0,0.0,False
U-c8d5b6,S-904886,2023-09-26,feature_25,11.0,5676.0,1.0,False
U-03c88a,S-56886a,2023-02-17,feature_35,10.0,530.0,0.0,False
U-2c7afc,S-d66d63,2024-12-06,feature_26,14.0,5908.0,,False
U-b71df9,S-e912e6,2024-12-10,feature_25,9.0,2070.0,0.0,True
U-824662,S-510999,2024-12-22,feature_12,12.0,6252.0,0.0,False
U-1bfe05,S-128f55,2023-02-02,,12.0,1308.0,0.0,False
U-72b9de,S-38bf32,2023-05-26,feature_30,,3430.0,0.0,True
U-4cc6e9,S-8cec59,,feature_11,10.0,330.0,1.0,False
U-fd8da6,S-d50f1d,2023-07-04,feature_22,19.0,3477.0,0.0,False
U-8a9a52,S-8bfab5,2023-07-08,feature_15,11.0,6369.0,0.0,False
U-80e7ba,S-27c993,2023-06-28,feature_38,15.0,4395.0,1.0,True
U-4bf4bf,S-a7a9c3,2024-12-17,feature_25,6.0,852.0,2.0,True
U-913fd2,S-383ac2,2024-01-23,feature_16,17.0,5712.0,0.0,False
U-ebb059,S-d2b5db,2023-10-28,feature_33,11.0,5280.0,0.0,False
U-b7d945,S-9a4589,2024-08-27,feature_31,11.0,1078.0,1.0,False
U-9b8090,S-6Ace80, 2024-11-17    ,feature_7,5.0,695.0,0.0,False
U-adb938,S-482e5b,2023-12-03,feature_18,9.0,3447.0,0.0,False
,S-d1fb2e,2024-09-04,feature_16,6.0,,2.0,False
U-3e7c09,,2023-08-17,feature_15,,4128.0,0.0,False
U-4d8c19,S-154918,2024-11-07,feature_19,,5890.0,1.0,False
U-ab5ef1,S-f7b2fc,2024-10-04,feature_39,12.0,,4.0,False
U-035ea7,S-26593b,2024-08-27,feature_23,12.0,2796.0,0.0,False
,S-1fddda,2024-10-22,feature_39,10.0,3520.0,0.0,False
U-c0cbd8,S-3dc066,2023-05-17,,12.0,5868.0,1.0,False
U-922ec2,S-0586ad,2023-03-23,feature_9,11.0,132.0,1.0,False
U-087089,S-9b5676,2024-12-10,feature_3,7.0,504.0,0.0,False
U-b6afb8,S-c14eeb,2023-04-02,feature_32,8.0,2512.0,2.0,False
U-8f59e1,S-7e7a73,2024-04-13,feature_16,7.0,483.0,0.0,True
U-53ed6d,S-779baa,2023-03-23,feature_19,7.0,3066.0,0.0,False
U-b5e397,S-2f0291,2023-08-03,feature_28,11.0,341.0,0.0,False
U-758114,S-7079c2,2024-07-09,,15.0,1545.0,,False
U-0052d0,S-f243c1,2023-11-19,feature_1,9.0,2637.0,0.0,False
,S-8b9deb,2024-09-11,feature_25,6.0,654.0,0.0,False
U-737812,,2024-10-26,feature_18,8.0,544.0,0.0,False
U-59e872,,2024-12-22,feature_24,14.0,7098.0,2.0,True
U-60b589, S-788739    ,,feature_14,11.0,3003.0,0.0,True
U-7744e8,, 2024-01-02    ,feature_39,9.0,2556.0,0.0,False
U-da8a8f, S-94cf13    ,2023-04-02,feature_2,5.0,1555.0,0.0,False
U-3dc6d4,S-1d2d00,2023-01-18,,6.0,1836.0,0.0,False
U-f9761b,S-9fbee8,2024-06-10,feature_12,10.0,5630.0,0.0,False
U-350e5b,,2023-11-25,feature_18,5.0,2940.0,1.0,True
U-6fa3b4,,2024-04-21,feature_36,12.0,5496.0,0.0,False
U-742147,S-bef342,2023-11-29,feature_22,,280.0,0.0,False
U-bcf2d6,S-83f2e5,2023-11-15,feature_8,6.0,2082.0,0.0,False
,S-e090ae,2024-09-12,feature_4,,4736.0,0.0,False
U-9dce09,S-3C9115,2024-04-13,feature_24,10.0,4630.0,0.0,False
U-fb8e38,S-d83789,2023-01-03,feature_29,11.0,,1.0,True
U-8e784e,S-f482de,2024-11-04,feature_2,9.0,3744.0,0.0,False
U-232512,S-fd648e,2024-11-17,feature_28,,1148.0,,False
U-d5047f,S-275d57,,feature_24,12.0,1284.0,0.0,False
U-77a09c,S-40cbc0,2024-07-08,feature_17,9.0,5166.0,1.0,False
,S-3c9115,2024-01-24,feature_39,15.0,4875.0,0.0,False
U-5cf155,,2024-08-25,feature_24,10.0,5560.0,,False
U-f3ec9f,S-19029a,2024-05-11,feature_30,9.0,612.0,0.0,False
U-7614d5,S-2a6c1f,2024-08-20,feature_40,11.0,,0.0,False
U-bbf8d4,S-0adca9,2024-03-01,feature_39,8.0,944.0,0.0,False
U-3d3101,S-0b054a,2024-02-02,feature_37,9.0,2358.0,0.0,False
U-ef90b6,S-fae195,2023-01-30,feature_28,7.0,182.0,0.0,False
U-39475f,s-24d48b,2024-10-22,feature_12,6.0,3084.0,0.0,False
U-bae650,S-904886,2023-05-08,feature_2,12.0,192.0,0.0,False
U-9914cf,S-43b137,2024-12-29,feature_15,,4037.0,,False
U-f2f960,S-e7d026,2024-11-04,feature_9,4.0,128.0,0.0,False
U-9c851b,S-9c8d9e,2024-01-10,,16.0,6352.0,3.0,False
U-2cb1d8,S-d71fe9,2023-04-23,feature_22,12.0,5820.0,0.0,False
U-6a11a4,S-9b5be4,,feature_17,10.0,2720.0,0.0,False
U-dac28a,S-3741b9,2024-07-29,feature_23,9.0,3942.0,0.0,False
U-49f910,S-dc28c6,2023-07-29,,7.0,2604.0,1.0,False
U-1803df,S-88f1be,2024-06-08,feature_18,7.0,644.0,2.0,True
U-d5c209,S-fcd20b,2024-07-07,feature_31,8.0,4368.0,1.0,False
U-a091fa,S-9ac7cb,2023-01-03,feature_8,9.0,5211.0,3.0,False
U-5ba0f4, S-0e12d4    ,,feature_6,12.0,1524.0,0.0,False
U-34cc62,S-ac6f24,2023-08-28,feature_31,3.0,1014.0,0.0,False
U-e4feb5,S-dbc4d5,2023-08-02,feature_13,3.0,303.0,0.0,False
U-e6587e,S-7134c2,2023-08-29,feature_11,13.0,3731.0,2.0,False
U-fc5e17,S-879b43,2024-10-06,feature_29,8.0,136.0,0.0,False
,S-766d8b,2023-04-11,feature_10,,4048.0,,False
U-1b67ca,S-a3b329,2024-05-11,feature_39,15.0,6465.0,1.0,False
U-417e9e,S-ee3466,2023-09-09,feature_33,17.0,8517.0,0.0,False
U-f4b746,S-e6e96f,2024-06-08,feature_5,13.0,2613.0,0.0,False
U-f11e44,S-1ac1b4,2023-06-26,feature_4,13.0,6812.0,2.0,True
U-093f66,S-e740b4,2023-07-05,feature_4,14.0,4438.0,2.0,True
U-3d5255,S-772ef0,2024-06-15,feature_19,10.0,2490.0,0.0,False
U-d85fb4,S-155b3e,,feature_39,5.0,2535.0,0.0,False
U-2423d5,,2024-07-29,feature_7,5.0,,0.0,False
U-97cf85,S-d69e2c,2024-08-23,feature_23,7.0,3444.0,0.0,False
U-42db1a,S-53f831,2023-02-05,feature_19,7.0,1043.0,2.0,False
U-8fb9c4,S-843a53,2024-09-29,feature_38,9.0,198.0,0.0,False
,S-0e0578,2024-12-21,,18.0,9504.0,3.0,False
U-f2466b,S-4911f9,2023-06-18,feature_9,4.0,,0.0,False
U-0c32bf,S-290ee5,2024-05-25,feature_3,12.0,1584.0,0.0,False
U-362ff6,S-8b24a0,2024-10-31,feature_15,12.0,1224.0,0.0,False
U-789ec3,S-fc2742,2024-05-21,feature_32,10.0,2870.0,0.0,False
U-3be76f,S-b5d3cc,2023-09-21,feature_3,5.0,1170.0,2.0,False
U-b92f2f,S-6055d4,2023-12-16,feature_31,12.0,7104.0,0.0,False
U-135de2,S-084f4a,2023-12-07,,5.0,2570.0,0.0,False
U-a5ee0b,,2023-08-17,feature_16,8.0,2880.0,0.0,False
U-ce47ba,S-eaf2e2,2023-04-28,feature_15,12.0,5076.0,2.0,False
U-e773c1,S-4df118,2023-06-17,feature_11,11.0,583.0,1.0,False
U-eb5103,S-d2e00a,2024-10-05,feature_22,9.0,1476.0,0.0,False
U-f5c4d6,S-61797c,2024-09-23,feature_27,12.0,6852.0,0.0,False
U-4fca1e,S-511e50,2023-10-22,feature_26,6.0,1104.0,0.0,False
U-81bbb8,s-e82bdc,2023-04-05,feature_25,9.0,4203.0,0.0,False
U-5fbcde,S-025bea,2024-10-11,feature_4,5.0,2160.0,0.0,False
U-3e6bc0,S-921dc3,2023-02-14,feature_33,9.0,1305.0,0.0,False
U-2fafae,,2023-05-16,feature_18,10.0,150.0,0.0,False
U-8ffbbe,S-0334aa,2024-11-03,feature_25,15.0,6720.0,2.0,False
U-0055e1,S-d1201a,2024-10-13,feature_22,12.0,2676.0,0.0,False
U-c1e483,S-bc5908,2023-06-06,feature_37,9.0,,0.0,False
U-394f72,S-bff8c5,,feature_16,8.0,2760.0,0.0,False
U-00c5d2,S-3d6b69,2024-10-10,feature_7,16.0,1792.0,0.0,False
U-d149ac,S-bd1ee1,2023-10-05,feature_17,15.0,5865.0,0.0,False
U-776109,,,feature_38,9.0,3051.0,0.0,False
U-7499ab,S-e2d4e9,2024-08-27,feature_9,,4648.0,0.0,False
U-70d3a4,S-079321,2024-06-23,feature_19,7.0,3675.0,0.0,False
U-324ba1,S-5daabf,2024-08-30,feature_17,12.0,4428.0,0.0,True
U-94c7c9,S-c935b8,2024-11-15,feature_38,11.0,3179.0,0.0,False
U-41356d,S-c545c8,2024-03-25,feature_10,8.0,2920.0,0.0,False
U-bc343c,S-f7f6d7,2024-04-22,feature_10,11.0,671.0,0.0,False
U-4c31cc,S-66ffe0,2024-05-16,feature_17,8.0,2544.0,3.0,False
U-e5c48b,S-335e1e,2024-11-26,feature_7,7.0,3241.0,0.0,False
U-b22369,S-95c2e3,2024-02-26,feature_15,18.0,10566.0,0.0,False
U-a4889d,S-b7cbc2,,feature_1,14.0,3836.0,2.0,False
U-a00fd9,s-7bcd95,2023-11-30,feature_7,11.0,,4.0,False
U-b6f0e6,,2023-09-22,feature_20,6.0,2610.0,1.0,False
U-610fe5,S-211bc2,2024-05-11,feature_20,9.0,4806.0,1.0,False
U-de03d5,S-891ad9,2023-10-27,feature_21,10.0,1680.0,0.0,False
U-c37bec,S-1e3a06,2023-05-18,feature_33,8.0,4224.0,,False
U-70bf65, S-a2cd6a    ,2024-11-13,feature_26,12.0,3720.0,3.0,False
U-16f34c,S-896e2f,2023-11-22,feature_2,9.0,5202.0,,False
U-8ab8a0,S-71c67c,2023-01-26,feature_17,12.0,2976.0,3.0,True
,S-023f3c,2024-05-02,feature_36,9.0,2745.0,4.0,False
U-8222a2,S-f11653,,feature_16,10.0,1050.0,0.0,False
U-0f4127,,2024-03-23,feature_39,6.0,3096.0,1.0,False
U-71a30e,S-509f0d,2023-09-24,feature_34,10.0,2290.0,2.0,False
U-8af1b6,S-79c82e,2024-05-14,feature_32,11.0,5500.0,0.0,False
U-f90f68,,2024-03-27,feature_8,7.0,2625.0,0.0,False
U-a5a169,S-afed2d,2023-06-05,feature_11,12.0,3216.0,0.0,True
U-01af9b,s-b15faf,2023-06-18,feature_21,5.0,30.0,0.0,False
U-d168ff,S-f981fe,2024-06-23,feature_14,8.0,2288.0,0.0,False
U-d344da,S-9ed535, 2023-07-10    ,feature_19,13.0,6383.0,1.0,False
U-056830,S-0da40c,2023-07-04,feature_15,6.0,2826.0,2.0,False
U-5b8a60,S-1f4db5,2023-02-14,feature_29,,3090.0,0.0,False
U-220184,S-f74ac6,2024-09-05,feature_31,15.0,5370.0,0.0,True
,S-5de583,2024-05-03,feature_4,12.0,696.0,0.0,False
U-eec17e,S-2cec4e,2023-08-30,feature_11,15.0,3675.0,0.0,False
U-ba0bca,S-f9cb96,2024-09-10,feature_36,16.0,9168.0,0.0,False
U-f41f99,S-1a9c5c,2024-04-11,feature_14,11.0,2596.0,3.0,False
U-2b90d7,S-43c80c,,feature_7,9.0,45.0,3.0,False
U-778151,S-94c40b,2023-12-16,feature_34,12.0,2376.0,2.0,False
U-cf7627,S-ca74fe,2024-01-10,feature_23,13.0,7332.0,0.0,False
U-b5fc23,S-14D060, 2024-03-01    ,feature_15,,1670.0,0.0,False
U-6c4ddd, S-8ae507    ,,,6.0,1752.0,0.0,False
U-5deb5b,S-db7c1d,2023-04-13,feature_4,13.0,7475.0,,False
U-7092b2,S-904529,2023-12-21,feature_33,11.0,6402.0,0.0,False
U-976014,S-e9b437,2024-06-12,feature_6,13.0,7085.0,0.0,False
,S-779baa,2023-04-13,feature_39,7.0,1967.0,1.0,False
U-2763d2,S-2a6e4a,2024-07-28,feature_8,10.0,,0.0,False
U-2135bb,S-f132ab,2023-08-29,feature_19,12.0,1716.0,3.0,False
U-faaebd,S-13939b,,feature_17,8.0,1592.0,1.0,False
U-0423bb,S-709b46,2024-11-04,feature_38,13.0,4303.0,0.0,False
U-98f61d,S-504bce,2023-07-12,feature_20,10.0,2050.0,,False
,S-973e8e,2023-10-18,feature_37,,4221.0,,True
U-91ca0c,S-8ae804,2024-09-02,feature_29,5.0,675.0,2.0,False
U-d93e92,S-8b9889,2023-10-04,feature_4,10.0,5830.0,0.0,False
U-f66780,S-0756ce,2023-07-09,feature_19,8.0,1248.0,0.0,False
U-c1e5dc,S-455183,2023-07-20,feature_3,9.0,270.0,0.0,False
,S-21eeea,2024-11-28,feature_30,8.0,1880.0,0.0,False
U-5b4d6b,S-6d3f0b,2024-01-21,feature_13,6.0,1386.0,0.0,False
U-4bac64,S-276d44,2023-10-28,feature_15,9.0,72.0,,False
U-dd1eb1,S-0E12D4,,feature_32,7.0,1253.0,2.0,False
U-615381,,2023-09-18,feature_31,8.0,4152.0,1.0,False
U-609869,S-82848e,2024-08-09,feature_2,9.0,4518.0,0.0,False
U-d55cb5,S-6d0817,2023-05-19,feature_6,,1056.0,1.0,False
U-de3a6c, S-7ab68f    ,,feature_40,,2228.0,2.0,False
U-3a777e,S-85320b,2024-03-18,feature_39,7.0,588.0,0.0,False
U-861d62,S-a554da,2023-05-31,feature_20,7.0,833.0,0.0,False
U-d0b714, S-66b994    ,2024-05-30,feature_12,10.0,4870.0,0.0,False
U-1b2d9a,S-ec8b34,2023-10-15,feature_19,10.0,3730.0,1.0,False
U-9e5665,s-6ca5ab,2023-02-08,feature_29,10.0,3980.0,0.0,False
U-d5cf63,S-d3bd2f,2024-08-19,feature_5,21.0,7749.0,0.0,False
U-4203f5,S-feb4b0,2024-07-07,feature_14,6.0,552.0,2.0,False
,S-418b7c,2024-08-02,,16.0,8144.0,,False
U-745976,S-f20079,2024-08-13,,9.0,1026.0,0.0,False
,s-909612, 2024-02-20    ,feature_23,17.0,1054.0,0.0,True
U-177418,S-82eb3e,2024-07-01,feature_4,11.0,638.0,0.0,False
U-68643a,S-aa3dd4,2023-10-10,feature_19,13.0,338.0,0.0,False
U-87cd03,, 2024-04-22    ,feature_29,8.0,3232.0,0.0,False
U-fe32e1, S-7b7be8    ,2023-04-30,feature_9,12.0,2784.0,0.0,False
U-76b0b3,S-8b721c,2024-02-03,feature_9,5.0,1760.0,0.0,False
U-ecc2cf,S-ea9f08, 2024-01-12    ,feature_6,11.0,330.0,1.0,False
U-2aed7f,S-55d53c,2023-01-20,feature_14,11.0,4400.0,2.0,False
U-3f64c2,S-7ba2ad,2024-07-04,,7.0,3409.0,3.0,False
U-7a3437,s-05b245,2023-09-02,feature_38,12.0,5892.0,0.0,False
,S-a24aa1,2024-07-15,feature_18,13.0,6058.0,1.0,False
U-9cc90b,S-42d724,2024-12-10,feature_35,,1960.0,0.0,False
U-66b7c6,S-a0af0a,2024-05-29,feature_5,9.0,3618.0,2.0,False
,S-977d49,2023-02-18,feature_12,7.0,798.0,1.0,False
U-58a473,,2024-08-29,feature_5,10.0,5530.0,0.0,False
U-c1d215,S-f869a0,2023-07-16,feature_27,10.0,2030.0,0.0,False
U-c11e99,S-a2fb62,2023-05-18,feature_22,9.0,1080.0,,False
,S-07f282,,feature_39,12.0,6456.0,0.0,False
U-48f8e4,S-61e53d,2023-07-30,feature_6,17.0,986.0,0.0,True
U-d22765,S-8ed77f,2024-01-25,feature_10,9.0,2187.0,1.0,False
U-90bc9f,S-101324,2023-01-26,feature_24,11.0,462.0,0.0,False
U-14c5cb,,2024-04-10,,12.0,6900.0,0.0,False
U-73b76d,s-2c3d7d,,feature_23,11.0,1848.0,2.0,False
U-315953,S-5aea91,2024-08-12,feature_11,13.0,4394.0,1.0,False
,s-da4a98,,feature_22,11.0,3190.0,0.0,False
U-c0aceb,S-9842bb,2024-01-21,feature_15,11.0,913.0,2.0,False
U-cef776,S-d6dc7a,2024-09-08,feature_6,14.0,4326.0,0.0,False
U-961f59,S-9a0b2f,2023-12-29,feature_39,8.0,472.0,0.0,False
U-e950e0,S-d85c2f,2024-01-30,feature_22,,2115.0,0.0,False
U-52cb8e,S-c3d2f9,2023-10-16,feature_11,8.0,1704.0,0.0,False
U-2f702b,S-d3e724,2023-06-13,feature_17,8.0,3616.0,0.0,True
U-af52e2,S-2d2a88,2024-04-07,feature_25,8.0,1064.0,0.0,False
U-ced792,,2024-02-24,feature_31,5.0,2020.0,0.0,True
U-cd7a2f,S-e6a17a,2024-05-19,feature_20,11.0,5005.0,2.0,False
U-f7abc2,S-85320b,2023-01-13,feature_18,10.0,3690.0,1.0,True
U-87fcf0,S-858aa0,2023-06-20,feature_10,8.0,2448.0,0.0,False
U-c1f2ab,S-fc8f09,2024-12-09,feature_3,,4103.0,0.0,False
