,ticket_id,submitted_at,closed_at,resolution_time_hours,priority,first_response_time_minutes,satisfaction_score,escalation_flag,account_id
690,T-c895a0,2024-10-10,2024-10-10 22:00:00,22.0,medium,3.0,3.0,False,
691,T-19ea5b,2024-09-08,2024-09-08 18:00:00,18.0,low,15.0,,False,
692,T-C8E32B,2024-01-22,2024-01-22 12:00:00,12.0,high,129.0,,False,
693,T-3ca62f,2023-03-29,2023-03-29 16:00:00,16.0,urgent,103.0,4.0,False,
694,T-6684a4,2023-11-19,2023-11-19 22:00:00,22.0,urgent,103.0,3.0,False,
695,T-d0a540,2024-09-17,2024-09-19 06:00:00,54.0,high,11.0,,False,
696,T-b456f1,2023-11-05,2023-11-05 05:00:00,5.0,low,,,False,
697,,2023-12-26,2023-12-28 20:00:00,68.0,low,116.0,5.0,False,
698,,2024-06-16,2024-06-16 17:00:00,17.0,,151.0,4.0,True,
699,T-5fc181,2023-05-06,2023-05-07 12:00:00,36.0,low,109.0,,False,
700,T-4220fc,2023-06-06,2023-06-07 03:00:00,27.0,low,70.0,3.0,True,
701,T-ddd1a5,2023-04-02,2023-04-03 07:00:00,31.0,low,62.0,5.0,False,
702,T-bf2ee1,2023-08-20,,14.0,medium,,4.0,False,
703,T-4A7Bb7,2023-02-27,2023-03-01 10:00:00,58.0,high,76.0,,,
704,T-ed85f6,2023-08-23,2023-08-23 14:00:00,14.0,medium,40.0,4.0,False,
705,T-601022,2024-10-04,2024-10-05 19:00:00,43.0,low,32.0,5.0,True,
706,T-8027c4,2024-02-29,2024-03-01 04:00:00,28.0,low,113.0,3.0,False,
707,T-eed292,2024-03-29,2024-03-29 18:00:00,18.0,low,100.0,,False,
708,T-779cd9,,2024-01-12 21:00:00,45.0,low,160.0,,False,
709,t-1bf8d6,2023-10-31,2023-11-02 16:00:00,64.0,medium,130.0,5.0,,
710,T-a7d132,2024-03-10,2024-03-10 19:00:00,19.0,,41.0,,False,
711,T-8ccee6,2023-04-07,2023-04-08 02:00:00,26.0,urgent,122.0,3.0,False,
712,T-c8afc4,2023-11-28,2023-11-29 00:00:00,,medium,29.0,5.0,False,
713,T-cdfd31,2024-12-11,2024-12-11 05:00:00,5.0,high,96.0,,False,
714,T-13718e,,,64.0,high,14.0,3.0,False,
715,T-2c8cf7,2023-09-17,2023-09-19 14:00:00,62.0,,57.0,3.0,False,
716,T-134994,2023-11-05,2023-11-07 11:00:00,59.0,high,153.0,,False,
717,,2023-11-02,2023-11-03 03:00:00,27.0,,57.0,,True,
718,T-8b1e89,2024-03-21,2024-03-23 05:00:00,53.0,,7.0,3.0,False,
719,T-3804b6,2023-06-28,2023-06-28 03:00:00,3.0,high,40.0,5.0,False,
720,T-862af5,2023-03-01,2023-03-01 02:00:00,2.0,low,,5.0,False,
721,T-09eea1,2024-02-18,2024-02-19 16:00:00,40.0,medium,106.0,4.0,False,
722,T-e00e0a,2024-11-17,2024-11-19 19:00:00,,medium,81.0,4.0,False,
723,T-7d8c37,2024-08-06,2024-08-06 14:00:00,14.0,LOW,4.0,5.0,False,
724,T-e4b581,2024-11-02,2024-11-02 16:00:00,16.0,low,11.0,4.0,True,
725,T-21da91,2024-08-09,2024-08-10 08:00:00,32.0,low,121.0,3.0,False,
726,,2023-01-28,2023-01-28 14:00:00,14.0,urgent,45.0,4.0,False,
727,,2024-04-11,2024-04-13 14:00:00,62.0, high    ,78.0,,False,
728,T-f932f6,2023-08-07,2023-08-07 03:00:00,3.0,urgent,91.0,4.0,False,
729,T-ca7d9e,2024-12-14,2024-12-15 16:00:00,40.0,high,145.0,3.0,False,
730,T-c2e25a,2023-08-12,2023-08-12 16:00:00,16.0,medium,142.0,5.0,False,
731,T-f7e86b,2023-09-23,2023-09-24 00:00:00,24.0,high,32.0,4.0,False,
732,T-6a7af3,2024-05-15,2024-05-15 05:00:00,5.0,urgent,134.0,5.0,False,
733,T-b65657,2024-11-24,2024-11-24 20:00:00,20.0,medium,84.0,,False,
734,t-7df5b2,2024-12-01,2024-12-01 06:00:00,6.0,,161.0,5.0,False,
735,T-30fb5e,2023-12-20,2023-12-20 11:00:00,11.0,low,158.0,3.0,False,
736,,2023-01-26,2023-01-27 16:00:00,40.0,high,56.0,,False,
737,T-72295c,,2024-04-20 04:00:00,4.0,medium,60.0,,False,
738,T-bf6b9b,2023-10-02,2023-10-04 04:00:00,52.0,,87.0,,False,
739,T-d7ff1e,2024-05-03,2024-05-05 23:00:00,,,91.0,4.0,,
740,T-a2760f,2023-11-02,2023-11-02 02:00:00,2.0,,169.0,,,
741,T-4cc0d7,2023-09-08,2023-09-10 12:00:00,60.0,medium,113.0,5.0,True,
742,T-6b7933,2024-01-24,2024-01-25 04:00:00,28.0,urgent,88.0,4.0,False,
743,T-9703b6,,2023-07-04 08:00:00,8.0,urgent,142.0,4.0,False,
744,T-f10d70,2024-09-01,,6.0,high,3.0,4.0,False,
745,T-f09f22,2024-10-27,2024-10-29 14:00:00,62.0,urgent,54.0,5.0,False,
746,T-5ab106,2024-11-14,2024-11-15 19:00:00,43.0,low,45.0,,False,
747,T-D67E21,2023-05-31,2023-05-31 12:00:00,12.0,low,150.0,,False,
748,T-39910e,2024-09-09,2024-09-09 10:00:00,,urgent,166.0,,False,
749, T-0e1c0e    ,2024-07-06,2024-07-08 16:00:00,64.0,high,161.0,5.0,False,
750,T-e496a8,2024-08-22,2024-08-22 22:00:00,22.0,medium,34.0,,False,
751,T-1dbfc1,2023-01-08,2023-01-10 22:00:00,70.0,high,67.0,,False,
752,T-de489a,,2024-07-30 07:00:00,55.0,high,96.0,5.0,False,
753,T-fd80a1,2023-09-24,2023-09-26 01:00:00,,urgent,122.0,,,
754,T-0e39f9,2024-08-05,2024-08-05 09:00:00,9.0,high,,4.0,False,
755,T-027331,2024-05-03,2024-05-03 18:00:00,18.0,medium,76.0,5.0,False,
756,,2023-08-20,2023-08-22 10:00:00,,high,105.0,5.0,False,
757,T-2b0805,2024-07-28,2024-07-29 11:00:00,35.0,urgent,179.0,,False,
758,T-1f5562,2023-01-25,2023-01-27 17:00:00,65.0,medium,69.0,,False,
759,T-c2a8c2,2023-07-11,2023-07-11 15:00:00,,urgent,86.0,5.0,,
760,T-dbe987,2023-02-22,2023-02-24 21:00:00,69.0,medium,25.0,,False,
761,T-17b048,2023-08-23,2023-08-24 00:00:00,24.0,urgent,44.0,3.0,False,
762,T-d3ac82,2023-03-13,2023-03-15 13:00:00,,high,88.0,,True,
763, T-3716d2    ,2023-10-17,2023-10-19 23:00:00,71.0,medium,127.0,,False,
764,T-c16096,2024-12-26,2024-12-28 09:00:00,57.0,urgent,148.0,4.0,False,
765,T-07968b,2023-04-04,2023-04-06 14:00:00,62.0,low,123.0,,False,
766,T-c6d16e,2024-03-13,2024-03-14 04:00:00,28.0,urgent,107.0,4.0,False,
767,t-0088b7,2024-05-15,2024-05-17 17:00:00,65.0,,173.0,3.0,True,
768,T-3a75b1,2024-02-13,2024-02-15 12:00:00,60.0,low,61.0,4.0,False,
769,T-6a99e2,2024-09-28,2024-09-30 00:00:00,48.0,low,37.0,5.0,False,
770,,2024-12-01,2024-12-01 10:00:00,10.0,urgent,48.0,3.0,False,
771,T-e81350,2024-09-02,2024-09-04 01:00:00,49.0,urgent,172.0,5.0,False,
772,T-866db3,2023-12-20,2023-12-20 22:00:00,22.0,low,106.0,4.0,False,
773,T-faf9c4,2023-07-19,2023-07-19 21:00:00,21.0,low,143.0,,False,
774,T-b475e9,2023-04-23,2023-04-23 15:00:00,15.0,urgent,109.0,,False,
775,T-911d71,2024-03-20,2024-03-21 16:00:00,40.0,urgent,3.0,3.0,False,
776,T-861a59,2024-09-23,,28.0,,39.0,,False,
777,t-ad1e6e,2023-11-06,2023-11-08 10:00:00,58.0, medium    ,116.0,,False,
778,T-8132dc,2023-09-13,2023-09-14 09:00:00,33.0,urgent,,,False,
779,T-ad077a,2023-10-16,2023-10-17 00:00:00,24.0,urgent,12.0,3.0,False,
780,,2023-09-11,2023-09-12 10:00:00,34.0,,,3.0,False,
781,T-cd1aee,2023-08-05,2023-08-05 06:00:00,6.0,high,,3.0,False,
782,T-ff778b,2024-10-12,2024-10-12 16:00:00,16.0,low,47.0,,False,
783,T-3090a7,2023-03-09,2023-03-09 05:00:00,5.0,medium,175.0,,False,
784,T-e67195,2024-10-25,,50.0,low,156.0,,False,
785,T-0c9932,2023-10-18,2023-10-18 16:00:00,16.0,medium,50.0,5.0,False,
786,T-b88fe0,2023-11-08,2023-11-08 07:00:00,7.0,medium,42.0,,False,
787,T-E63E72,2024-06-02,2024-06-02 21:00:00,21.0,High,125.0,,False,
788,,,2023-02-18 21:00:00,21.0,urgent,45.0,3.0,False,
789,T-963409,2023-04-01,2023-04-01 17:00:00,17.0,urgent,127.0,4.0,False,
790,T-7faf10,2023-09-01,,52.0,,79.0,,False,
791,,2024-12-01,2024-12-03 09:00:00,57.0,high,131.0,4.0,False,
792,t-29acb7,2023-05-07,2023-05-07 21:00:00,21.0,URGENT,76.0,,False,
793,T-1a05b7,2024-02-08,2024-02-08 06:00:00,6.0,urgent,111.0,3.0,False,
794,T-202a0d,2023-12-30,,34.0,medium,7.0,,,
795,T-c44351,2024-04-29,2024-04-30 03:00:00,27.0,medium,24.0,4.0,False,
796,T-5c1ed6,2023-05-08,2023-05-08 12:00:00,12.0,low,148.0,3.0,False,
797,T-e2e929,2023-04-30,2023-05-01 04:00:00,,high,43.0,3.0,,
798, T-99e0a1    ,2023-12-01,,28.0, low    ,110.0,,False,
799, T-ffc8ec    ,2024-06-26,2024-06-27 11:00:00,35.0,,41.0,3.0,False,
800,T-12b388,2024-11-07,2024-11-07 15:00:00,15.0,medium,14.0,,False,
801,T-3b6d69,2024-06-24,2024-06-26 12:00:00,60.0,medium,90.0,4.0,False,
802,T-dd2674,2024-01-28,2024-01-28 19:00:00,,high,158.0,5.0,False,
803,T-ae22ba,2023-10-14,2023-10-14 03:00:00,,low,178.0,4.0,False,
804,T-34421f,2024-05-18,2024-05-18 16:00:00,16.0,high,179.0,3.0,False,
805,T-1018b1,2024-02-12,2024-02-12 20:00:00,20.0,medium,89.0,,False,
806,T-474619,2023-10-08,2023-10-08 03:00:00,3.0,medium,88.0,5.0,False,
807,T-f925c6,2023-02-14,2023-02-14 16:00:00,16.0,high,162.0,4.0,True,
808,,2024-02-18,2024-02-19 10:00:00,34.0,urgent,107.0,,False,
809,,2023-09-30,2023-10-02 08:00:00,56.0,HIGH,117.0,,False,
810,T-0a1945,2024-10-30,2024-10-30 07:00:00,7.0,urgent,34.0,4.0,False,
811,T-5dbf5b,2023-03-15,2023-03-16 14:00:00,38.0,high,154.0,3.0,,
812,T-ecf597,2023-01-29,2023-01-29 10:00:00,10.0,high,174.0,3.0,False,
813,T-cb2104,2023-06-03,2023-06-03 09:00:00,9.0,low,6.0,5.0,False,
814,T-235e0a,2023-05-17,2023-05-19 22:00:00,,medium,107.0,,False,
815,,2024-08-18,2024-08-19 17:00:00,41.0, urgent    ,51.0,,False,
816,T-86a1f6,2024-01-20,,35.0,high,162.0,4.0,False,
817,t-1ba73b,2023-11-20,2023-11-20 03:00:00,3.0,medium,75.0,3.0,False,
818,,2023-11-12,,69.0,LOW,141.0,5.0,False,
819,T-1ea354,2023-12-07,2023-12-07 12:00:00,12.0,urgent,48.0,,False,
820,T-611c1e,2023-03-09,,4.0,high,17.0,3.0,False,
821,T-6047ed,2024-04-23,2024-04-25 13:00:00,61.0,high,25.0,,False,
822,T-47ef6b,2023-10-17,2023-10-17 01:00:00,1.0,medium,43.0,,False,
823,T-2e8d9d,,2023-04-15 08:00:00,8.0,low,31.0,,False,
824,t-c400c4,2023-05-18,2023-05-18 15:00:00,15.0,HIGH,39.0,,False,
825,T-520606,2023-01-15,2023-01-15 15:00:00,15.0,urgent,89.0,5.0,,
826,T-3f5174,2024-06-07,2024-06-08 18:00:00,42.0,high,98.0,3.0,False,
827,T-3a9f01,,2023-10-12 13:00:00,61.0,urgent,32.0,3.0,False,
828,T-91bbd1,2024-05-06,,,urgent,120.0,3.0,False,
829,T-72bc99,2023-03-08,2023-03-08 05:00:00,5.0,urgent,,4.0,False,
830,T-f29fb2,2024-03-30,2024-04-01 05:00:00,53.0,medium,103.0,,False,
831,T-a01218,2023-03-18,2023-03-20 02:00:00,50.0,high,104.0,3.0,False,
832,T-463295,2023-02-14,,61.0,,152.0,3.0,False,
833,T-464084,2024-04-27,2024-04-29 12:00:00,60.0,high,,4.0,False,
834,,2023-05-31,2023-05-31 04:00:00,4.0, urgent    ,46.0,3.0,False,
835,T-474315,2024-03-01,2024-03-02 17:00:00,41.0,urgent,139.0,4.0,False,
836,T-9bb199,2024-04-23,2024-04-25 21:00:00,69.0,urgent,152.0,,False,
837,T-bd38ae,,2023-09-25 05:00:00,,medium,38.0,,False,
838,T-6e3b72,2023-01-27,2023-01-27 03:00:00,3.0,medium,22.0,,False,
839,T-be97e7,2024-03-20,2024-03-20 05:00:00,5.0,low,87.0,5.0,False,
840,T-5ceae7,2024-06-13,2024-06-14 07:00:00,31.0,high,10.0,3.0,False,
841,T-b4c569,2023-11-06,2023-11-06 01:00:00,1.0,high,4.0,5.0,,
842,T-095fc4,2023-03-01,2023-03-02 16:00:00,40.0,urgent,100.0,,False,
843,T-e6b94b,2024-10-12,2024-10-13 23:00:00,47.0,low,143.0,,False,
844,T-832df9,2023-02-26,2023-02-28 08:00:00,56.0,urgent,12.0,,False,
845,T-0ceebb,2024-09-06,2024-09-08 07:00:00,55.0,high,104.0,5.0,False,
846, T-e6ff26    ,2024-12-08,2024-12-08 20:00:00,20.0,Urgent,130.0,,False,
847,T-69f219,,2024-12-18 16:00:00,64.0,,26.0,,False,
848,T-688401,2024-03-30,2024-03-31 10:00:00,34.0,HIGH,94.0,3.0,,
849,T-7620e2,2023-07-28,2023-07-29 09:00:00,33.0,,129.0,,False,
850,T-10020f,2023-08-24,2023-08-25 04:00:00,28.0,urgent,71.0,,False,
851,T-a2eb91,2024-01-12,2024-01-14 10:00:00,58.0,medium,136.0,,False,
852,t-57fa50,,2023-05-27 05:00:00,53.0,high,118.0,5.0,False,
853,T-b9b80b,2024-06-24,2024-06-26 09:00:00,57.0,urgent,49.0,3.0,True,
854,T-dd1f11,2024-09-16,2024-09-17 10:00:00,,medium,71.0,,,
855,T-c46a1b,2023-11-07,2023-11-08 07:00:00,,medium,119.0,,False,
856,T-7048cb,2023-03-10,2023-03-10 01:00:00,1.0,low,41.0,3.0,False,
857, T-65bdba    ,2023-08-06,2023-08-07 23:00:00,,high,48.0,4.0,False,
858,T-da9797,2024-10-01,2024-10-02 21:00:00,45.0,high,160.0,3.0,False,
859,T-c786ff,2024-12-26,2024-12-27 15:00:00,39.0,urgent,152.0,,False,
860,T-F39A06,2024-03-07,2024-03-09 22:00:00,70.0,medium,58.0,,False,
861,T-5a8cb8,2024-08-19,2024-08-21 16:00:00,64.0,low,51.0,,False,
862,T-580c71,2023-04-15,2023-04-15 09:00:00,9.0,urgent,,,False,
863,T-2a19c6,2023-12-14,2023-12-17 00:00:00,72.0,low,111.0,,False,
864,T-836ae9,2023-12-22,2023-12-24 22:00:00,70.0,,130.0,,False,
865,T-895101,2024-04-12,2024-04-12 05:00:00,5.0,urgent,19.0,,,
866,T-203b1e,2024-06-12,2024-06-14 00:00:00,48.0,high,92.0,4.0,False,
867,,2024-12-10,2024-12-12 12:00:00,60.0,high,49.0,4.0,,
868,T-0d73d3,2024-03-11,2024-03-13 11:00:00,59.0,low,143.0,,,
869,T-0f0bde,2024-09-24,2024-09-26 03:00:00,51.0,medium,168.0,4.0,,
870,T-b14d75,,,52.0,medium,115.0,5.0,True,
871,T-8580fd,2023-06-09,2023-06-11 02:00:00,,urgent,149.0,,False,
872,T-52fdaf,2023-04-21,,,urgent,23.0,3.0,False,
873,T-0648e6,2024-12-01,2024-12-01 12:00:00,12.0,low,113.0,4.0,False,
874,T-d93bf8,2023-01-25,2023-01-26 16:00:00,40.0,medium,51.0,3.0,False,
875,T-718543,2023-01-28,2023-01-30 17:00:00,65.0,urgent,46.0,3.0,False,
876,T-a61271,2024-11-03,,64.0,urgent,3.0,,False,
877,t-0766ec,2024-12-29,2024-12-29 05:00:00,5.0,Low,100.0,3.0,False,
878,,2024-03-15,2024-03-15 05:00:00,5.0,low,94.0,3.0,False,
879,T-3b09c6,2023-11-04,2023-11-05 02:00:00,26.0,medium,93.0,,False,
880,T-946568,2023-01-02,2023-01-03 03:00:00,27.0,Medium,,,False,
881,T-1d4ad7,2024-01-04,2024-01-06 20:00:00,68.0,urgent,44.0,4.0,False,
882,t-69bbea,2023-03-03,2023-03-03 16:00:00,16.0,,43.0,,False,
883,,,2024-11-27 22:00:00,46.0,high,122.0,,False,
884,,2024-10-04,2024-10-05 02:00:00,26.0, medium    ,122.0,,False,
885,T-80fc65,2024-10-08,2024-10-10 13:00:00,61.0,low,116.0,,True,
886,T-7E129C,2023-12-04,2023-12-06 20:00:00,68.0,medium,46.0,3.0,True,
887,T-a0545c,2024-04-26,2024-04-26 06:00:00,6.0,medium,152.0,,,
888,T-2c4195,2024-01-08,2024-01-08 08:00:00,,low,175.0,5.0,False,
889,T-9fcefd,2023-04-17,2023-04-17 02:00:00,2.0,low,91.0,4.0,False,
890,T-c752b7,2024-09-20,2024-09-20 13:00:00,,high,145.0,5.0,False,
891,,2023-08-08,,60.0,medium,32.0,4.0,False,
892,T-5cf4eb,2024-06-15,2024-06-15 18:00:00,18.0,high,169.0,4.0,False,
893,T-b4957a,2024-03-06,2024-03-06 02:00:00,2.0,urgent,73.0,,False,
894,T-4a1a56,2023-09-04,2023-09-05 05:00:00,,,86.0,,False,
895,T-07694c,2023-06-14,2023-06-14 09:00:00,9.0,high,96.0,,False,
896,T-113483,2024-10-29,2024-10-29 22:00:00,22.0,,116.0,,False,
897,T-fc3f98,,2023-07-14 02:00:00,50.0,urgent,17.0,4.0,False,
898,T-466cea,2023-11-23,2023-11-23 10:00:00,10.0,,70.0,,False,
899,T-8caacd,2023-08-16,2023-08-16 05:00:00,5.0,urgent,56.0,,False,
900,T-87f0f2,2024-02-18,2024-02-20 22:00:00,70.0,medium,164.0,3.0,False,
901,T-5df8d7,2024-12-05,2024-12-07 01:00:00,49.0,medium,3.0,4.0,False,
902, T-7098db    ,2024-12-12,2024-12-14 01:00:00,49.0,low,95.0,,False,
903,,2024-01-22,2024-01-23 04:00:00,28.0,urgent,15.0,3.0,False,
904,T-ddcfa7,2024-05-26,2024-05-26 06:00:00,6.0,medium,84.0,3.0,False,
905, T-4f2be5    ,2023-04-07,2023-04-08 21:00:00,,Medium,137.0,5.0,False,
906,T-91aaf3,2023-04-18,2023-04-20 19:00:00,67.0,high,122.0,4.0,,
907,T-39b9b3,2023-03-24,2023-03-24 23:00:00,23.0,urgent,86.0,,False,
908,T-3c3935,2023-01-29,2023-01-30 02:00:00,26.0,urgent,15.0,3.0,False,
909,T-7ff36c,2023-04-28,2023-04-28 22:00:00,22.0,medium,11.0,,False,
910,T-153c4f,2024-05-14,2024-05-16 07:00:00,134.0,high,257.0,1.0,False,
911,T-2b9ac2,2023-06-30,2023-07-02 20:00:00,68.0,low,163.0,5.0,False,
912,T-59dfb0,2024-12-18,2024-12-20 11:00:00,59.0,medium,24.0,3.0,False,
913,T-ef9608,2023-05-28,2023-05-28 17:00:00,17.0,urgent,112.0,4.0,False,
914,,2023-12-18,2023-12-18 11:00:00,11.0,medium,80.0,3.0,False,
915,T-77064e,2024-03-28,2024-03-29 08:00:00,32.0,low,175.0,4.0,False,
916,T-762eff,2023-04-24,2023-04-25 04:00:00,28.0,low,46.0,3.0,False,
917,T-584792,2023-10-15,2023-10-17 03:00:00,51.0,low,121.0,4.0,False,
918,t-a67c6a,2024-02-18,2024-02-20 07:00:00,55.0,urgent,24.0,,False,
919,T-0ebaee,2024-03-05,,2.0,medium,178.0,,False,
920,T-d035ff,2024-03-13,2024-03-15 06:00:00,54.0,urgent,22.0,,False,
921,T-9e0fbe,2023-12-12,2023-12-13 14:00:00,,,34.0,3.0,False,
922, T-48a7e1    ,2024-06-30,2024-07-01 20:00:00,44.0, low    ,79.0,,False,
923,T-7dfcbc,2023-06-21,2023-06-21 20:00:00,20.0,urgent,94.0,5.0,False,
924,T-011d44,2024-03-29,2024-03-29 13:00:00,13.0,low,159.0,4.0,False,
925,T-371908,2024-04-13,,7.0,low,53.0,,False,
926,T-bc73ad,2024-10-08,2024-10-09 21:00:00,45.0,low,103.0,5.0,False,
927,T-2d7007,2024-12-13,2024-12-15 03:00:00,51.0,high,176.0,,False,
928, T-1e7cbe    ,2023-07-10,2023-07-11 01:00:00,25.0,high,158.0,,False,
929,T-eaf4bf,,2023-07-27 23:00:00,47.0,urgent,114.0,5.0,False,
930,T-885cc0,2024-05-11,2024-05-11 10:00:00,10.0,high,33.0,5.0,False,
931,T-4e6353,2024-05-13,2024-05-14 05:00:00,29.0,low,123.0,,False,
932,T-73bcc4,2024-05-01,2024-05-02 11:00:00,35.0,medium,108.0,5.0,,
933,T-882ab9,,2023-07-24 10:00:00,34.0,high,90.0,,False,
934,T-88c429,2024-11-03,2024-11-04 02:00:00,26.0,urgent,22.0,,False,
935,T-70430b,2023-03-25,2023-03-26 01:00:00,25.0,low,8.0,,False,
936,T-36a591,2023-12-09,2023-12-10 21:00:00,45.0,low,99.0,3.0,,
937,T-016d69,2023-03-18,2023-03-19 19:00:00,43.0,high,85.0,,False,
938,T-2a5b67,2023-07-24,2023-07-25 13:00:00,37.0,medium,47.0,5.0,False,
939,T-7976e4,,2023-06-19 22:00:00,70.0,medium,31.0,5.0,False,
940,T-d1973c,2023-03-11,2023-03-13 07:00:00,55.0,,88.0,,False,
941,,2023-09-24,2023-09-24 12:00:00,12.0,high,2.0,,False,
942,T-d2dda8,2023-07-01,2023-07-02 05:00:00,29.0,,75.0,3.0,False,
943,,2024-03-28,2024-03-29 18:00:00,42.0, medium    ,146.0,3.0,False,
944,T-84745f,2023-01-20,,37.0,medium,165.0,,False,
945,T-46f3a5,,2024-12-22 11:00:00,11.0,low,64.0,,False,
946,T-575b7e,2023-10-05,2023-10-05 20:00:00,,low,9.0,5.0,False,
947,T-2e8ffa,2023-08-15,2023-08-15 05:00:00,5.0,medium,153.0,,False,
948,T-e65eaf,,2024-09-07 19:00:00,,urgent,14.0,,False,
949,T-d23384,2023-09-03,2023-09-05 21:00:00,,high,74.0,4.0,False,
950,T-c512cd,2024-11-07,2024-11-07 05:00:00,5.0,high,81.0,3.0,False,
951,T-13a6c8,2023-12-27,2023-12-27 10:00:00,,urgent,,4.0,False,
952,T-c53a87,2023-02-19,2023-02-20 13:00:00,37.0,high,,,False,
953,T-accc3f,2024-01-20,,36.0,urgent,55.0,4.0,False,
954,T-4d9add,2023-08-12,2023-08-12 18:00:00,18.0,high,155.0,3.0,False,
955,T-391128,2023-09-11,2023-09-13 22:00:00,70.0,medium,92.0,,False,
956,T-02ebc4,2023-01-20,2023-01-20 02:00:00,2.0,low,78.0,5.0,False,
957,T-95e4c4,2024-02-24,2024-02-26 12:00:00,60.0,low,176.0,,False,
958,T-2859a9,2024-10-29,2024-10-31 16:00:00,,urgent,59.0,3.0,False,
959,T-80caf3,2023-02-21,2023-02-23 07:00:00,55.0,,123.0,,,
960,T-fc38c0,2023-01-21,2023-01-22 12:00:00,36.0,low,107.0,3.0,False,
961,,2024-09-12,2024-09-12 17:00:00,17.0,medium,42.0,4.0,False,
962,,2023-11-30,2023-12-01 01:00:00,25.0,,17.0,,False,
963,T-2f8785,2023-12-26,2023-12-26 02:00:00,2.0,low,121.0,5.0,False,
964,T-c961eb,2024-12-09,2024-12-11 02:00:00,,medium,26.0,3.0,False,
965,t-5d144c,2023-09-18,2023-09-19 00:00:00,24.0,urgent,43.0,,False,
966,T-bb236d,2024-06-25,2024-06-26 21:00:00,45.0,urgent,61.0,5.0,False,
967,T-4616b9,2024-02-06,2024-02-08 18:00:00,66.0,high,,,False,
968,t-149155,2024-01-02,2024-01-02 11:00:00,11.0, medium    ,17.0,,False,
969,T-2ef7b5,2023-10-27,2023-10-27 01:00:00,1.0,high,168.0,,False,
970,T-b8a88e,,2023-03-22 07:00:00,55.0,medium,175.0,4.0,False,
971,T-e0928c,2023-09-04,2023-09-04 19:00:00,19.0,urgent,26.0,,False,
972,T-86e8cc,2023-07-20,2023-07-20 17:00:00,17.0,low,147.0,,False,
973,T-1070ee,2023-10-04,2023-10-06 03:00:00,51.0,urgent,178.0,,False,
974,T-c5474d,2023-06-06,2023-06-08 17:00:00,65.0,urgent,149.0,,False,
975,,2023-08-24,2023-08-24 16:00:00,16.0,high,147.0,4.0,,
976,T-e18407,2024-12-21,2024-12-23 12:00:00,60.0,urgent,92.0,,False,
977,T-804db5,2024-12-09,2024-12-11 02:00:00,50.0,high,122.0,,False,
978,T-ebcbc7,2023-09-02,,11.0,urgent,41.0,3.0,False,
979,T-b95195,2023-07-11,2023-07-13 21:00:00,,medium,28.0,,False,
980,T-326fb6,2023-06-28,2023-06-29 08:00:00,32.0,high,142.0,4.0,False,
981,T-4013e1,2023-02-19,2023-02-21 22:00:00,70.0,low,18.0,5.0,False,
982,T-99dba7,2024-05-01,2024-05-02 20:00:00,44.0,low,126.0,4.0,False,
983,,2023-01-20,2023-01-22 17:00:00,65.0, high    ,155.0,5.0,False,
984,T-2354bb,2023-08-30,2023-08-31 23:00:00,47.0,medium,72.0,,False,
985,T-4e07bf,,2023-10-29 14:00:00,14.0,urgent,123.0,3.0,False,
986,,2024-10-19,2024-10-21 17:00:00,65.0, low    ,59.0,,False,
987,T-4ebe83,2024-09-25,2024-09-26 11:00:00,35.0,low,86.0,3.0,False,
988,T-00f542,,2024-04-19 00:00:00,24.0,medium,83.0,5.0,False,
989,T-75271b,2023-10-22,2023-10-22 19:00:00,19.0,medium,101.0,,False,
990,T-dfd61e,2024-01-09,2024-01-11 17:00:00,65.0,low,91.0,4.0,False,
991,T-a56288,2023-06-22,2023-06-22 05:00:00,,high,25.0,5.0,False,
992,T-f45502,2024-08-17,2024-08-19 16:00:00,64.0,high,120.0,5.0,False,
993,,2023-04-24,2023-04-24 10:00:00,10.0,low,129.0,4.0,True,
994,T-eb6b8e,2024-07-10,2024-07-10 09:00:00,9.0,High,99.0,4.0,True,
995,,2023-11-12,2023-11-12 01:00:00,1.0,,17.0,5.0,False,
996,T-01c405,2023-03-15,2023-03-16 12:00:00,36.0,medium,121.0,,False,
997,T-E6D7C6,2024-08-13,2024-08-13 13:00:00,13.0,medium,95.0,5.0,False,
998,T-0f7d84,2024-10-27,2024-10-29 00:00:00,48.0,medium,81.0,,False,
999,T-ca8cb0,2024-03-12,2024-03-13 04:00:00,28.0,low,127.0,5.0,False,
1000,T-5d7ef5,2024-02-11,2024-02-13 16:00:00,64.0,high,23.0,4.0,False,
1001,T-b1720e,2023-08-27,2023-08-27 13:00:00,13.0,high,118.0,,False,
1002,T-78Fcb1,2024-01-02,2024-01-02 18:00:00,18.0,urgent,16.0,5.0,False,
1003,T-3B9FEA,2023-09-16,2023-09-16 05:00:00,5.0,low,58.0,,False,
1004,T-5df3d2,2024-04-05,2024-04-06 13:00:00,37.0,,97.0,,False,
1005,T-8206d0,2024-09-23,2024-09-24 23:00:00,47.0,,21.0,,False,
1006,T-fa1316,2024-05-18,2024-05-20 12:00:00,60.0,low,169.0,4.0,False,
1007,T-ac52cc,2024-03-19,2024-03-19 01:00:00,1.0,medium,64.0,,False,
1008,T-e8ac58,2023-01-10,2023-01-11 21:00:00,45.0,medium,21.0,5.0,False,
1009,t-cddf95,2024-01-09,2024-01-11 22:00:00,70.0,Medium,40.0,3.0,False,
1010,T-f0aca7,2024-04-22,,62.0,urgent,74.0,,False,
