,start_date,end_date,plan_tier,seats,mrr_amount,arr_amount,is_trial,upgrade_flag,downgrade_flag,churn_flag,billing_frequency,auto_renew_flag,subscription_id,account_id
1041,2024-04-11,,Basic,17.0,,3876.0,False,False,False,False,monthly,True,,
1042,2024-12-30,,Enterprise,6.0,1194.0,14328.0,False,False,False,False,MONTHLY,False,,
1043,2023-04-22,,Pro,44.0,2156.0,25872.0,False,True,False,False,annual,True,,
1044,2024-06-11,,Basic,21.0,399.0,4788.0,False,False,False,False,annual,True,,
1045,2024-03-23,,Enterprise,14.0,2786.0,33432.0,False,False,False,False,monthly,True,,
1046,2024-11-23,,Basic,,361.0,4332.0,False,False,,False,monthly,True,,
1047,2024-11-17,,Enterprise,42.0,0.0,0.0,True,False,False,,annual,False,,
1048,2024-12-14,,,59.0,2891.0,34692.0,False,False,False,False,monthly,True,,
1049,2024-07-07,,,25.0,0.0,,True,False,False,False,annual,,,
1050,,,Pro,13.0,0.0,0.0,True,False,False,False,,True,,
1051,2024-07-12,,Pro,35.0,1715.0,20580.0,False,True,False,False,monthly,,,
1052,2024-05-10,,Basic,,1064.0,12768.0,False,False,False,False,monthly,False,,
1053,2024-12-28,,Enterprise,47.0,9353.0,112236.0,False,False,False,False,,True,,
1054,2024-09-21,,Pro,23.0,,13524.0,False,False,False,False,,True,,
1055,2024-09-16,,Enterprise,19.0,3781.0,45372.0,False,False,False,False,annual,True,,
1056,2024-02-09,,Basic,18.0,342.0,4104.0,False,False,False,False,,True,,
1057,2024-06-19,,Enterprise,16.0,3184.0,38208.0,False,False,False,False,annual,True,,
1058,2023-07-18,,Basic,26.0,0.0,0.0,True,False,False,False,annual,True,,
1059,2024-12-01,,Basic,29.0,551.0,6612.0,False,False,False,False, monthly    ,True,,
1060,,2024-06-23,Basic,2.0,38.0,456.0,False,False,False,True,annual,False,,
1061,2024-11-30,,Enterprise,48.0,9552.0,114624.0,False,True,False,False,ANNUAL,True,,
1062,2024-02-07,,Pro,56.0,2744.0,32928.0,False,False,False,False,annual,True,,
1063,2024-06-12,2024-12-23,Enterprise,,0.0,0.0,True,False,False,True,monthly,False,,
1064,2024-11-18,,Enterprise,18.0,3582.0,42984.0,False,False,False,False,monthly,,,
1065,2024-10-21,,Basic,,95.0,1140.0,False,False,False,False,annual,False,,
1066,2024-08-22,,Pro,24.0,1176.0,14112.0,False,False,False,False,monthly,True,,
1067,2024-09-26, 2024-12-13    ,Basic,,1007.0,12084.0,False,False,False,,Annual,True,,
1068,2024-11-05,,Pro,10.0,,5880.0,False,False,False,False,monthly,True,,
1069,2024-12-10,,Pro,87.0,4263.0,51156.0,False,,False,False,annual,True,,
1070,2024-07-03,,Basic,20.0,380.0,4560.0,False,True,False,False,monthly,True,,
1071,2024-03-23,,Pro,38.0,1862.0,22344.0,False,,False,False,annual,True,,
1072,2024-01-25,,Pro,18.0,882.0,10584.0,False,False,False,,annual,True,,
1073,2023-11-29,,Enterprise,,2985.0,35820.0,False,,False,False,monthly,True,,
1074,2024-06-04,,,9.0,0.0,0.0,True,False,False,False,monthly,True,,
1075,2024-10-16,,Enterprise,59.0,0.0,0.0,True,True,False,False,annual,True,,
1076,2024-12-13,,Pro,50.0,2450.0,29400.0,False,True,False,False,monthly,True,,
1077,2024-08-20,,Enterprise,21.0,4179.0,50148.0,False,True,False,False,monthly,True,,
1078,2024-12-05,,Pro,18.0,882.0,10584.0,False,False,False,,monthly,False,,
1079,2023-12-18,,Enterprise,70.0,13930.0,167160.0,False,False,False,False,annual,True,,
1080,2024-06-09,,Enterprise,7.0,1393.0,16716.0,False,False,False,False,annual,True,,
1081,2024-09-27,,Basic,30.0,570.0,6840.0,False,False,False,False,monthly,True,,
1082,2024-12-08,,Enterprise,22.0,4378.0,52536.0,False,False,False,False,annual,True,,
1083,2024-12-17,,Pro,47.0,0.0,0.0,True,False,False,False,monthly,False,,
1084,2024-12-11,,Basic,16.0,304.0,3648.0,False,False,False,,ANNUAL,True,,
1085,2024-08-09,,Basic,36.0,684.0,8208.0,False,False,False,False,monthly,True,,
1086,2024-11-19,,Enterprise,41.0,8159.0,97908.0,False,False,False,False,annual,False,,
1087,2024-09-21,,Enterprise,32.0,6368.0,76416.0,False,False,False,False,monthly,True,,
1088,2023-11-15,,Basic,14.0,266.0,,False,False,False,False,monthly,True,,
1089,2023-10-03,,Enterprise,31.0,0.0,0.0,True,False,False,False,monthly,,,
1090,2024-12-09,2024-12-21,Pro,77.0,3773.0,45276.0,False,False,False,True,Annual,True,,
1091,2024-11-14,,,24.0,0.0,0.0,True,,False,False,annual,,,
1092,2024-09-24,,Enterprise,64.0,12736.0,152832.0,,False,False,False,annual,True,,
1093,2024-05-04,,Enterprise,13.0,2587.0,31044.0,False,False,False,,annual,True,,
1094,,,Basic,67.0,0.0,0.0,True,False,,False,annual,True,,
1095,2024-06-17,,Pro,24.0,1176.0,14112.0,False,False,False,False,monthly,True,,
1096,2024-11-30,,Basic,18.0,342.0,4104.0,False,False,False,False,monthly,,,
1097,2024-12-22,,Pro,30.0,0.0,0.0,True,False,,False,monthly,True,,
1098,2024-12-17,,Basic,5.0,95.0,1140.0,False,False,False,,monthly,False,,
1099,2024-09-01,2024-10-21,Enterprise,,2985.0,35820.0,False,False,False,True,annual,True,,
1100,2024-11-01,,Pro,33.0,1617.0,19404.0,False,True,False,False,annual,True,,
1101,2024-01-31,,Enterprise,5.0,995.0,11940.0,False,False,False,False,monthly,True,,
1102,2024-04-06,,Basic,72.0,1368.0,16416.0,False,False,False,False,annual,True,,
1103,2024-06-03,,Pro,23.0,1127.0,13524.0,False,False,False,False,monthly,True,,
1104,2024-06-09,,Basic,86.0,0.0,0.0,,False,False,,monthly,True,,
1105,,,Basic,30.0,570.0,6840.0,,False,False,False,annual,,,
1106,2024-11-02,,Basic,10.0,190.0,2280.0,False,False,False,False,monthly,,,
1107,2024-12-25,,Pro,20.0,,11760.0,,True,False,False,annual,False,,
1108,2024-12-21,,Enterprise,7.0,1393.0,16716.0,False,False,False,False,monthly,False,,
1109,2024-07-25,,Pro,,1519.0,18228.0,False,False,False,False,annual,True,,
1110,,,Basic,65.0,0.0,0.0,True,,,,monthly,True,,
1111,2024-11-20,,Basic,15.0,285.0,3420.0,False,False,False,False,annual,False,,
1112,2024-11-19,,Basic,24.0,456.0,,False,False,False,False,annual,True,,
1113,2024-12-14,2024-12-25,Enterprise,24.0,0.0,0.0,True,False,False,True,monthly,False,,
1114,2024-09-04,,,6.0,0.0,0.0,True,False,False,False,annual,True,,
1115,2024-12-04,,Pro,41.0,2009.0,24108.0,False,False,False,False,monthly,True,,
1116,2024-10-13,,Enterprise,22.0,4378.0,52536.0,,True,False,False,annual,True,,
1117,,,Basic,55.0,1045.0,12540.0,,False,False,False,monthly,True,,
1118,2024-05-25,,Enterprise,7.0,1393.0,16716.0,False,False,True,False,monthly,True,,
1119,2024-10-04,,Enterprise,41.0,8159.0,97908.0,False,False,False,False,,True,,
1120,2024-04-24,2024-09-07,Pro,41.0,2009.0,24108.0,False,False,False,True,,True,,
1121,2024-08-31,,Enterprise,55.0,0.0,0.0,True,False,False,False,annual,True,,
1122,2024-10-16,2024-12-08,Pro,31.0,1519.0,18228.0,False,False,False,True,annual,True,,
1123,2024-06-20,,Pro,19.0,931.0,11172.0,False,False,True,False,monthly,True,,
1124,2024-11-09,,Enterprise,18.0,3582.0,42984.0,False,False,False,False,annual,True,,
1125,2024-10-23,2024-10-30,Pro,,2450.0,29400.0,False,False,False,True,annual,False,,
1126,2023-08-18,,Enterprise,5.0,995.0,11940.0,False,False,False,False,monthly,True,,
1127,2024-08-20,,Enterprise,28.0,0.0,,True,True,False,False,monthly,True,,
1128,2024-08-01,,Basic,24.0,456.0,5472.0,,False,False,False,monthly,True,,
1129,2023-08-18,,,,1519.0,18228.0,False,False,False,False,annual,True,,
1130,2024-12-08,,,8.0,392.0,4704.0,False,False,False,False,annual,False,,
1131,,2024-10-23,Basic,26.0,0.0,0.0,,False,,,monthly,True,,
1132,2024-01-16,,,15.0,2985.0,35820.0,False,False,False,False,monthly,True,,
1133,2024-11-13,,Pro,87.0,4263.0,51156.0,False,False,False,False,monthly,,,
1134,2024-10-06,,Enterprise,28.0,5572.0,66864.0,False,False,False,False, monthly    ,True,,
1135,2023-11-20,,,12.0,2388.0,28656.0,False,False,False,True,annual,True,,
1136,2023-08-09,,Enterprise,40.0,7960.0,95520.0,False,False,False,False,monthly,True,,
1137,2024-12-11,2024-12-23,Pro,7.0,343.0,4116.0,False,False,,True,monthly,False,,
1138,2024-10-20,,Enterprise,39.0,7761.0,93132.0,False,False,False,False,monthly,True,,
1139,2024-12-08,,Enterprise,30.0,5970.0,71640.0,False,False,False,False,,True,,
1140,2024-01-23,,Basic,,646.0,7752.0,False,False,False,False,monthly,,,
1141,2024-07-03,,Pro,33.0,0.0,0.0,True,False,False,False,annual,True,,
1142,2024-06-28,,Enterprise,38.0,7562.0,,False,False,False,False,monthly,True,,
1143,2024-12-05,,Enterprise,13.0,2587.0,31044.0,False,,,False,annual,True,,
1144,2024-09-08,,Basic,14.0,266.0,3192.0,False,False,False,False,annual,True,,
1145,2024-08-02,,Pro,11.0,539.0,6468.0,False,False,False,False,annual,True,,
1146,2024-02-11,,,31.0,6169.0,74028.0,False,False,False,False,,True,,
1147,2024-12-24,,Enterprise,,4179.0,50148.0,False,False,False,False,annual,True,,
1148,2024-11-30,,Pro,18.0,0.0,0.0,True,True,False,False,annual,True,,
1149,2024-08-14,,Pro,40.0,1960.0,23520.0,False,False,False,,MONTHLY,False,,
1150,2024-12-20,,Enterprise,93.0,18507.0,222084.0,False,False,False,False,annual,True,,
1151,2024-11-28,,Enterprise,5.0,995.0,11940.0,False,False,False,False,monthly,False,,
1152,2024-06-19,,Enterprise,16.0,3184.0,38208.0,False,True,False,False,annual,True,,
1153,2023-08-27,,Pro,28.0,0.0,0.0,True,False,False,False,monthly,True,,
1154,2024-04-09,,Basic,5.0,95.0,1140.0,False,False,False,False,monthly,True,,
1155,2024-11-16,2024-11-22,Enterprise,24.0,4776.0,57312.0,False,False,False,True,annual,True,,
1156,2024-11-22,,Enterprise,11.0,0.0,0.0,True,False,False,False,annual,True,,
1157,2024-03-08,,Basic,26.0,494.0,5928.0,False,False,False,False,monthly,False,,
1158,2024-06-04,,Basic,21.0,399.0,4788.0,False,False,False,False,monthly,True,,
1159,2024-09-27,,Enterprise,58.0,0.0,0.0,True,False,False,False,monthly,True,,
1160,2024-11-10,,Basic,65.0,1235.0,,False,False,False,False, monthly    ,True,,
1161,2024-08-17,,Enterprise,11.0,2189.0,26268.0,False,True,False,False,monthly,True,,
1162,2023-12-15,,Enterprise,11.0,2189.0,26268.0,False,False,False,False,monthly,True,,
1163,2024-08-04,2024-08-23,Pro,21.0,1029.0,12348.0,False,False,False,True,annual,False,,
1164,2024-11-17,2024-12-31,Pro,25.0,1225.0,14700.0,,False,False,True,annual,True,,
1165,,,Basic,,0.0,0.0,True,,,False,annual,False,,
1166,2023-07-14,,Pro,103.0,5047.0,60564.0,False,False,False,False,,True,,
1167,2024-10-02,,Pro,19.0,931.0,11172.0,False,False,True,False,annual,True,,
1168,2024-09-11,,Basic,49.0,931.0,11172.0,False,,False,,annual,True,,
1169,2024-10-16,,Enterprise,67.0,13333.0,,False,False,,False,annual,,,
1170,2024-12-25,,Pro,48.0,2352.0,28224.0,False,False,False,False,monthly,True,,
1171,2024-12-21,,Pro,37.0,1813.0,21756.0,False,False,False,False,monthly,True,,
1172,2024-11-20,,Basic,21.0,399.0,4788.0,False,False,False,False,annual,False,,
1173,2023-11-04,,Basic,30.0,570.0,6840.0,False,False,False,False,MONTHLY,,,
1174,2024-07-12,,Enterprise,10.0,1990.0,23880.0,False,False,False,False,annual,True,,
1175,2024-08-10,,Basic,49.0,0.0,0.0,True,,False,False,annual,True,,
1176,2024-03-28,,Basic,44.0,836.0,10032.0,False,False,False,False,ANNUAL,False,,
1177,2024-01-31,,Enterprise,47.0,9353.0,112236.0,False,False,False,False,annual,False,,
1178,2024-05-06,,Enterprise,12.0,2388.0,28656.0,False,False,False,False,monthly,True,,
1179,2024-12-11,,,58.0,0.0,0.0,True,False,False,False,annual,True,,
1180,2024-12-12,,Enterprise,,6368.0,76416.0,False,False,False,False,monthly,True,,
1181,2023-11-21,,Basic,41.0,779.0,9348.0,False,False,False,False,annual,True,,
1182,2024-12-29,,Pro,148.0,7252.0,87024.0,False,False,,False,monthly,True,,
1183,2024-11-09,,,14.0,686.0,8232.0,False,False,False,False,annual,True,,
1184,2024-03-24,,Pro,12.0,588.0,7056.0,False,False,False,False,monthly,False,,
1185,2024-04-09,,Pro,12.0,588.0,7056.0,False,,False,False,annual,False,,
1186,,2024-12-30,Pro,63.0,0.0,0.0,True,False,False,True,monthly,True,,
1187,2024-09-28,2024-11-16,Basic,33.0,627.0,7524.0,False,False,False,True,monthly,False,,
1188,2024-10-27,,Pro,6.0,294.0,3528.0,False,False,True,False,monthly,True,,
1189,2024-12-13,,Pro,,1225.0,14700.0,False,False,False,,annual,True,,
1190,2024-12-20,,Pro,35.0,1715.0,,False,False,False,False,monthly,True,,
1191,,,Basic,11.0,0.0,0.0,True,False,False,False,monthly,True,,
1192,2024-10-30,,Basic,105.0,1995.0,23940.0,False,False,False,False,annual,True,,
1193,2023-06-30,,Enterprise,3.0,597.0,,False,False,True,False,annual,True,,
1194,2024-12-23,,Pro,16.0,784.0,9408.0,False,False,False,False,,False,,
1195,2024-02-19,,Basic,58.0,0.0,0.0,True,False,False,False,annual,True,,
1196,2024-10-23,,Pro,117.0,5733.0,68796.0,False,False,,False,monthly,False,,
1197,2024-09-29,,Enterprise,61.0,12139.0,145668.0,False,False,False,False,annual,True,,
1198,2023-12-26,,Enterprise,11.0,2189.0,26268.0,False,False,,False,monthly,True,,
1199,2023-07-14,,Basic,54.0,1026.0,12312.0,False,False,False,False,monthly,True,,
1200,2024-12-14,,Basic,52.0,,11856.0,False,False,False,False,annual,True,,
1201,2024-10-25,2024-11-25,Basic,,,6156.0,,False,,True,monthly,True,,
1202,2023-10-08,,Enterprise,21.0,4179.0,50148.0,False,False,False,False,monthly,True,,
1203,2024-03-24,,Basic,42.0,798.0,9576.0,False,False,False,False,annual,True,,
1204,2024-10-25,,Enterprise,40.0,7960.0,95520.0,False,False,,False,monthly,True,,
1205,2024-11-18,,Basic,23.0,437.0,5244.0,False,False,False,,monthly,False,,
1206,2023-12-17,2024-03-29,,9.0,0.0,0.0,True,False,False,True,annual,True,,
1207,2024-11-15,,Pro,11.0,0.0,0.0,True,False,False,False,monthly,True,,
1208,2024-11-30,,Enterprise,12.0,0.0,0.0,,False,False,False,monthly,True,,
1209,2024-12-17,,Basic,63.0,1197.0,14364.0,False,False,False,False,monthly,True,,
1210,2024-02-25,,Pro,9.0,441.0,5292.0,False,False,False,False,monthly,False,,
1211,2024-02-07,,Basic,41.0,0.0,0.0,,False,False,False,annual,True,,
1212,2024-11-23,,Pro,,784.0,9408.0,False,False,False,False,,,,
1213,2023-12-28,,Enterprise,29.0,5771.0,69252.0,False,False,False,False,monthly,True,,
1214,2023-06-22,,Enterprise,,3582.0,42984.0,False,False,False,False,,True,,
1215,2024-06-07,,Basic,45.0,0.0,,True,False,False,,annual,True,,
1216,2024-08-26,,Basic,2.0,38.0,456.0,False,False,False,False,monthly,True,,
1217,2024-06-20,,Enterprise,13.0,2587.0,31044.0,False,False,,False,annual,,,
1218,2024-09-26,,Enterprise,9.0,0.0,0.0,True,False,False,False,monthly,True,,
1219,2023-08-09,,Enterprise,23.0,4577.0,,,False,False,False,annual,True,,
1220,2024-12-31,,Pro,3.0,147.0,1764.0,False,True,False,False,monthly,True,,
1221,2024-09-13,,Enterprise,70.0,13930.0,167160.0,False,False,False,False,Monthly,True,,
1222,2024-06-22,,Enterprise,25.0,4975.0,59700.0,False,True,False,False,annual,True,,
1223,,,Enterprise,50.0,0.0,0.0,True,False,False,False,annual,False,,
1224,,,Basic,29.0,551.0,6612.0,False,False,False,False,monthly,True,,
1225,,,Enterprise,50.0,9950.0,119400.0,False,False,False,True,Annual,True,,
1226,2024-09-07,,Enterprise,4.0,0.0,0.0,True,False,False,False,monthly,False,,
1227,2023-12-15, 2024-01-11    ,Pro,,1911.0,22932.0,False,False,False,True,MONTHLY,True,,
1228,2024-08-16,,Enterprise,20.0,3980.0,47760.0,False,False,False,False,annual,True,,
1229,2023-11-02, 2024-10-10    ,,,0.0,0.0,True,,False,True,MONTHLY,True,,
1230,2024-05-04,2024-06-26,,19.0,931.0,11172.0,False,False,False,True,annual,True,,
1231,2024-05-20,,,26.0,5174.0,62088.0,False,True,False,False,annual,False,,
1232,2024-09-15, 2024-09-21    ,Enterprise,78.0,15522.0,186264.0,False,False,False,True,monthly,True,,
1233,2023-09-02,,Pro,56.0,2744.0,32928.0,False,False,False,,monthly,True,,
1234,2024-01-07,,Enterprise,18.0,3582.0,42984.0,False,False,False,False,annual,False,,
1235,,,,26.0,1274.0,15288.0,False,False,False,False,annual,,,
1236,2024-07-05,,Basic,20.0,380.0,4560.0,False,False,False,False,Monthly,True,,
1237,,,Basic,73.0,1387.0,16644.0,False,False,False,False,monthly,True,,
1238,2024-12-07,,Basic,13.0,247.0,2964.0,False,,False,False,annual,True,,
1239,2024-09-11,2024-11-10,Basic,18.0,342.0,4104.0,,False,False,True,,True,,
1240,2024-07-17,,,19.0,361.0,4332.0,False,False,False,False,monthly,False,,
1241,2024-12-08,,Pro,67.0,3283.0,39396.0,False,False,False,False,monthly,,,
1242,2024-10-21,,Basic,,855.0,10260.0,False,False,False,False,annual,False,,
1243,2024-04-09,,Enterprise,105.0,,250740.0,False,False,False,False,annual,True,,
1244,2024-10-08,,Basic,16.0,,3648.0,False,False,False,False,,True,,
1245,2024-10-26,,Enterprise,8.0,1592.0,19104.0,False,True,False,,monthly,,,
1246,2023-10-23,,Basic,,133.0,1596.0,False,,False,False,,True,,
1247,2024-04-15,,Basic,20.0,380.0,4560.0,False,False,False,True,monthly,False,,
1248,2024-11-06,,Enterprise,34.0,6766.0,81192.0,False,False,False,,,True,,
1249,2023-12-16,,Enterprise,7.0,1393.0,16716.0,False,False,False,False,monthly,False,,
1250,2024-10-19,,Enterprise,48.0,,114624.0,False,False,False,False,annual,True,,
1251,2023-10-12,,,,1393.0,16716.0,False,False,False,,annual,True,,
1252,2024-11-07,,Pro,7.0,0.0,0.0,True,,False,False,monthly,False,,
1253,2024-10-29,,Enterprise,2.0,398.0,4776.0,False,False,False,False,monthly,True,,
1254,2024-11-30,,,33.0,1617.0,19404.0,False,False,False,False,monthly,True,,
1255,2024-12-15,,Basic,8.0,152.0,1824.0,False,False,False,,monthly,True,,
1256,2023-07-12,,Basic,9.0,171.0,2052.0,False,False,False,False,annual,True,,
1257,2024-11-25,,Basic,74.0,1406.0,16872.0,False,True,False,False,annual,True,,
1258,2024-10-03,,Pro,61.0,2989.0,35868.0,False,False,True,False,monthly,True,,
1259,2024-12-06,,Basic,17.0,323.0,3876.0,,False,False,False,monthly,True,,
1260,2023-07-16,,Enterprise,51.0,10149.0,,False,False,False,False,,True,,
1261,2023-09-03,2024-03-04,Basic,5.0,95.0,1140.0,False,False,False,True,annual,True,,
1262,2024-07-10,,,64.0,1216.0,14592.0,False,False,False,False,Monthly,True,,
1263,2024-12-10,,Pro,41.0,2009.0,24108.0,False,False,False,False,MONTHLY,True,,
1264,2024-12-09,,Enterprise,30.0,0.0,0.0,True,False,False,False,monthly,True,,
1265,2024-11-01,,Pro,,0.0,0.0,True,False,False,False,monthly,False,,
1266,2024-11-02,,Pro,12.0,0.0,0.0,True,,False,False,monthly,True,,
1267,2024-07-08,,Enterprise,7.0,1393.0,16716.0,,False,False,False,annual,False,,
1268,2024-10-12,,Enterprise,30.0,5970.0,71640.0,False,False,False,,monthly,True,,
1269,2024-01-05,,Enterprise,20.0,3980.0,47760.0,False,False,False,False,monthly,False,,
1270,2024-03-22,,Pro,47.0,2303.0,27636.0,False,False,False,False,monthly,False,,
1271,2024-10-28,,Enterprise,117.0,,279396.0,False,,False,False,annual,True,,
1272,2023-04-10,,Enterprise,14.0,2786.0,33432.0,False,False,False,False,annual,True,,
1273,2024-10-21,,Basic,19.0,361.0,4332.0,False,False,,False,,True,,
1274,2024-10-12,,Enterprise,26.0,5174.0,62088.0,False,False,,False,monthly,True,,
1275,2024-09-16,,Basic,15.0,285.0,,False,False,False,False,monthly,True,,
1276,2024-12-19,,Basic,53.0,1007.0,12084.0,False,False,False,False,monthly,True,,
1277,2024-07-29,,Enterprise,40.0,7960.0,95520.0,False,False,False,False,monthly,True,,
1278,2024-07-22,,Enterprise,49.0,9751.0,117012.0,False,False,True,False,monthly,,,
1279,2023-12-17,,Pro,27.0,1323.0,15876.0,False,False,False,False,annual,True,,
1280,2024-10-17,,Enterprise,14.0,2786.0,33432.0,False,False,False,False,annual,True,,
1281,,,Basic,26.0,0.0,0.0,True,False,False,False,annual,True,,
1282,2024-05-11,,Pro,54.0,2646.0,31752.0,False,True,False,False,monthly,False,,
1283,2024-11-19,,Enterprise,55.0,10945.0,131340.0,False,False,False,False,,,,
1284,2024-12-14,,Pro,54.0,0.0,0.0,,False,False,False,,,,
1285,2024-10-08,2024-10-18,Basic,47.0,893.0,10716.0,False,False,,True,annual,True,,
1286,2024-09-24,,Pro,15.0,735.0,8820.0,False,False,False,False,,True,,
1287,2024-06-01,,Pro,36.0,1764.0,21168.0,False,False,False,False,monthly,False,,
1288,2023-10-26,,Pro,9.0,441.0,5292.0,False,False,False,False,monthly,True,,
1289,2024-06-27,2024-12-04,Enterprise,26.0,5174.0,62088.0,,False,False,,monthly,True,,
1290,2024-05-14,,Enterprise,30.0,5970.0,71640.0,False,False,False,False,monthly,False,,
1291,2024-09-29,,Pro,13.0,637.0,7644.0,False,False,True,False,annual,,,
1292,2024-10-18,,Pro,13.0,637.0,7644.0,False,False,False,False,monthly,True,,
1293,2024-07-02,,Basic,29.0,0.0,0.0,True,False,False,False,annual,True,,
1294,2024-12-17,,Pro,,0.0,0.0,True,False,False,False,annual,True,,
1295,2024-11-11,,Enterprise,7.0,1393.0,16716.0,False,False,False,False,annual,,,
1296,2024-02-16,2024-04-23,Enterprise,8.0,1592.0,19104.0,False,True,False,True,annual,False,,
1297,2024-11-20,,Basic,92.0,0.0,0.0,True,False,False,False,annual,,,
1298,2024-04-29,,Basic,14.0,266.0,3192.0,False,False,False,False,monthly,True,,
1299,2023-12-19,,Pro,61.0,2989.0,35868.0,False,,False,False,monthly,True,,
1300,2024-11-11,,Enterprise,41.0,8159.0,97908.0,False,False,False,False,annual,True,,
1301,2024-11-28,,Enterprise,31.0,6169.0,74028.0,,False,False,False,monthly,True,,
1302,2024-02-29,,Basic,24.0,456.0,5472.0,,True,False,False,monthly,True,,
1303,2024-12-30,,,20.0,380.0,4560.0,False,,False,False,annual,True,,
1304,2024-03-09,,Basic,28.0,532.0,6384.0,False,False,False,False,monthly,False,,
1305,2024-12-19,,Basic,23.0,437.0,5244.0,False,False,False,False,annual,True,,
1306,2023-07-04,,Pro,20.0,980.0,11760.0,False,False,False,,annual,True,,
1307,2023-09-17,2024-02-18,Enterprise,37.0,,88356.0,False,,,True,monthly,False,,
1308,2023-11-18,,Pro,21.0,1029.0,12348.0,,False,,,annual,True,,
1309,2024-08-24,,Pro,15.0,735.0,8820.0,False,False,False,False,annual,True,,
1310,2023-05-15,,Enterprise,14.0,2786.0,33432.0,False,False,False,False,,True,,
1311,2024-12-11,,Pro,17.0,833.0,,,False,False,False,annual,True,,
1312,2024-03-16,,Enterprise,5.0,995.0,11940.0,False,False,False,True,annual,True,,
1313,2024-12-29,,Basic,41.0,779.0,9348.0,False,False,False,True,annual,True,,
1314,2024-03-23,,Basic,15.0,285.0,,,False,False,False,monthly,True,,
1315,2024-01-08,,Pro,,3430.0,41160.0,False,False,False,False,monthly,True,,
1316,2024-03-14,,Basic,53.0,1007.0,12084.0,False,True,False,False,annual,True,,
1317,2024-09-03,,Enterprise,16.0,3184.0,38208.0,False,False,False,False,monthly,,,
1318,2024-12-10,,Basic,22.0,418.0,5016.0,False,False,False,False,annual,True,,
1319,2024-11-02,,Basic,12.0,0.0,0.0,True,False,False,False,annual,,,
1320,2023-05-24,,,51.0,10149.0,121788.0,False,False,False,False,annual,,,
1321,2024-06-28,,Pro,6.0,,3528.0,False,False,False,False,monthly,True,,
1322,2024-07-20,,Pro,35.0,1715.0,20580.0,False,False,False,False,monthly,True,,
1323,2024-04-24,,Pro,30.0,1470.0,17640.0,False,False,False,False,,True,,
1324,2023-12-10,,Pro,14.0,0.0,0.0,True,False,False,False,annual,True,,
1325,2024-12-03,,Pro,11.0,539.0,6468.0,False,False,False,False,monthly,True,,
1326,2024-08-13,,Enterprise,9.0,1791.0,21492.0,False,False,False,False,annual,True,,
1327,2024-10-23,,Pro,26.0,1274.0,15288.0,False,False,False,False,monthly,False,,
1328,2024-11-29,,Pro,39.0,1911.0,22932.0,False,False,False,False,annual,True,,
1329,2024-11-28,,Enterprise,50.0,9950.0,119400.0,False,False,False,False,monthly,True,,
1330,2024-12-10,,Pro,37.0,1813.0,21756.0,False,False,False,False,annual,True,,
1331,2024-12-31,2024-12-31,Pro,5.0,245.0,2940.0,False,False,False,True,annual,True,,
1332,2024-04-30,,Pro,8.0,392.0,,False,False,False,,annual,True,,
1333,2023-10-09,,Enterprise,62.0,12338.0,148056.0,False,False,,False,annual,False,,
1334,2024-09-18,2024-10-13,Basic,9.0,171.0,2052.0,False,False,False,True,monthly,,,
1335,2024-12-21,,Pro,,735.0,8820.0,False,False,False,True,annual,True,,
1336,2024-10-13,,Enterprise,12.0,2388.0,28656.0,False,False,False,False,annual,True,,
1337,2024-10-19,2024-12-17,Enterprise,55.0,10945.0,131340.0,False,False,False,True,monthly,True,,
1338,2024-01-16,2024-05-29,Basic,89.0,1691.0,20292.0,False,False,False,True,annual,False,,
1339,2024-10-08,,Enterprise,10.0,,,,False,True,False,annual,True,,
1340,2024-12-03,,Enterprise,5.0,995.0,11940.0,False,False,False,False,annual,True,,
1341,2023-11-27,,,9.0,0.0,0.0,True,False,False,False,monthly,False,,
1342,2024-12-07,,Pro,26.0,1274.0,15288.0,False,False,False,False,annual,True,,
1343,,,Enterprise,23.0,4577.0,54924.0,False,True,False,False,annual,True,,
1344,2024-05-22,,Enterprise,38.0,7562.0,90744.0,False,False,False,,annual,False,,
1345,2024-12-14,2024-12-29,Enterprise,10.0,0.0,0.0,True,True,False,True,monthly,True,,
1346,2024-11-03,2024-12-09,Enterprise,25.0,,59700.0,False,False,False,True,monthly,True,,
1347,2024-03-14,,Basic,3.0,0.0,0.0,True,False,False,False,monthly,True,,
1348,2024-02-26,,Pro,8.0,392.0,4704.0,False,False,False,False,monthly,True,,
1349,2024-01-30,,Basic,6.0,114.0,,False,False,False,False,annual,True,,
1350,2024-06-28,,Enterprise,,3184.0,38208.0,False,True,False,False,annual,True,,
1351,2024-11-10,,Pro,33.0,1617.0,19404.0,False,False,False,False,,True,,
1352,2024-07-12,,Enterprise,58.0,0.0,0.0,True,False,False,False,monthly,False,,
1353,,,Enterprise,25.0,4975.0,59700.0,False,,False,False,monthly,True,,
1354,2024-10-19,,Pro,13.0,637.0,7644.0,False,False,True,False,Annual,,,
1355,2024-11-24,,Enterprise,19.0,3781.0,45372.0,False,False,,False,annual,True,,
1356,2024-06-11,,Enterprise,55.0,0.0,0.0,True,True,False,False,,True,,
1357,2024-09-21,,Basic,12.0,0.0,0.0,True,False,False,False,monthly,True,,
1358,2024-11-23,,Pro,41.0,,24108.0,False,False,False,False,annual,True,,
1359,2024-12-01,,Basic,24.0,456.0,5472.0,False,False,False,False,monthly,False,,
